record_type,item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight,template_name
item,G3_车型1_025_0001,G3,fragile,0,0,0,70,50,40,15,1,LWH,车型1_025,,0.0,
item,G3_车型1_025_0002,G3,fragile,0,50,0,70,50,40,15,1,LWH,车型1_025,,0.0,
item,G3_车型1_025_0003,G3,fragile,0,100,0,70,50,40,15,1,LWH,车型1_025,,0.0,
item,G3_车型1_025_0004,G3,fragile,0,150,0,70,50,40,15,1,LWH,车型1_025,,0.0,
item,G2_车型1_025_0001,G2,standard,70,0,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G3_车型1_025_0005,G3,fragile,70,35,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G3_车型1_025_0006,G3,fragile,70,105,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G2_车型1_025_0002,G2,standard,70,175,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G2_车型1_025_0003,G2,standard,120,0,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G3_车型1_025_0007,G3,fragile,120,35,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G3_车型1_025_0008,G3,fragile,120,105,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G2_车型1_025_0004,G2,standard,120,175,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G2_车型1_025_0005,G2,standard,170,0,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G3_车型1_025_0009,G3,fragile,170,35,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G3_车型1_025_0010,G3,fragile,170,105,0,50,70,40,15,2,WLH,车型1_025,,0.0,
item,G2_车型1_025_0006,G2,standard,170,175,0,50,35,25,8,1,LWH,车型1_025,,8.0,
item,G4_车型1_025_0001,G4,oriented,220,0,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G4_车型1_025_0002,G4,oriented,220,60,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G4_车型1_025_0003,G4,oriented,220,120,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G2_车型1_025_0007,G2,standard,220,180,0,50,25,35,8,2,LHW,车型1_025,,8.0,
item,G4_车型1_025_0004,G4,oriented,300,0,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G4_车型1_025_0005,G4,oriented,300,60,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G4_车型1_025_0006,G4,oriented,300,120,0,80,60,50,25,1,LWH,车型1_025,,25.0,
item,G2_车型1_025_0008,G2,standard,300,180,0,50,25,35,8,2,LHW,车型1_025,,8.0,
item,G5_车型1_025_0001,G5,oriented,380,0,0,40,40,60,18,1,LWH,车型1_025,,18.0,
item,G5_车型1_025_0002,G5,oriented,380,40,0,40,40,60,18,1,LWH,车型1_025,,18.0,
item,G5_车型1_025_0003,G5,oriented,380,80,0,40,40,60,18,1,LWH,车型1_025,,18.0,
item,G5_车型1_025_0004,G5,oriented,380,120,0,40,40,60,18,1,LWH,车型1_025,,18.0,
item,G5_车型1_025_0005,G5,oriented,380,160,0,40,40,60,18,1,LWH,车型1_025,,18.0,
item,G5_车型1_025_0006,G5,oriented,380,0,60,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0001,18.0,
item,G5_车型1_025_0007,G5,oriented,380,0,120,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0006,0.0,
item,G5_车型1_025_0008,G5,oriented,380,40,60,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0002,18.0,
item,G5_车型1_025_0009,G5,oriented,380,40,120,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0008,0.0,
item,G5_车型1_025_0010,G5,oriented,380,80,60,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0003,18.0,
item,G5_车型1_025_0011,G5,oriented,380,80,120,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0010,0.0,
item,G5_车型1_025_0012,G5,oriented,380,120,60,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0004,18.0,
item,G5_车型1_025_0013,G5,oriented,380,120,120,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0012,0.0,
item,G5_车型1_025_0014,G5,oriented,380,160,60,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0005,18.0,
item,G5_车型1_025_0015,G5,oriented,380,160,120,40,40,60,18,1,LWH,车型1_025,G5_车型1_025_0014,0.0,
item,G4_车型1_025_0007,G4,oriented,220,0,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0001,25.0,
item,G4_车型1_025_0008,G4,oriented,220,0,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0007,25.0,
item,G4_车型1_025_0009,G4,oriented,220,0,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0008,0.0,
item,G4_车型1_025_0010,G4,oriented,300,0,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0004,25.0,
item,G4_车型1_025_0011,G4,oriented,300,0,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0010,25.0,
item,G4_车型1_025_0012,G4,oriented,300,0,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0011,0.0,
item,G4_车型1_025_0013,G4,oriented,220,60,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0002,25.0,
item,G4_车型1_025_0014,G4,oriented,220,60,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0013,25.0,
item,G4_车型1_025_0015,G4,oriented,220,60,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0014,0.0,
item,G4_车型1_025_0016,G4,oriented,300,60,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0005,25.0,
item,G4_车型1_025_0017,G4,oriented,300,60,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0016,25.0,
item,G4_车型1_025_0018,G4,oriented,300,60,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0017,0.0,
item,G4_车型1_025_0019,G4,oriented,220,120,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0003,25.0,
item,G4_车型1_025_0020,G4,oriented,220,120,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0019,25.0,
item,G4_车型1_025_0021,G4,oriented,220,120,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0020,0.0,
item,G4_车型1_025_0022,G4,oriented,300,120,50,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0006,25.0,
item,G4_车型1_025_0023,G4,oriented,300,120,100,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0022,25.0,
item,G4_车型1_025_0024,G4,oriented,300,120,150,80,60,50,25,1,LWH,车型1_025,G4_车型1_025_0023,0.0,
item,G2_车型1_025_0009,G2,standard,220,180,35,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0007,8.0,
item,G2_车型1_025_0010,G2,standard,220,180,70,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0009,8.0,
item,G2_车型1_025_0011,G2,standard,220,180,105,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0010,8.0,
item,G2_车型1_025_0012,G2,standard,220,180,140,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0011,8.0,
item,G2_车型1_025_0013,G2,standard,220,180,175,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0012,0.0,
item,G2_车型1_025_0014,G2,standard,300,180,35,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0008,8.0,
item,G2_车型1_025_0015,G2,standard,300,180,70,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0014,8.0,
item,G2_车型1_025_0016,G2,standard,300,180,105,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0015,8.0,
item,G2_车型1_025_0017,G2,standard,300,180,140,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0016,8.0,
item,G2_车型1_025_0018,G2,standard,300,180,175,50,25,35,8,2,LHW,车型1_025,G2_车型1_025_0017,0.0,
item,G2_车型1_025_0019,G2,standard,70,0,25,50,35,25,8,1,LWH,车型1_025,G2_车型1_025_0001,8.0,
item,G2_车型1_025_0020,G2,standard,120,0,25,50,35,25,8,1,LWH,车型1_025,G2_车型1_025_0003,8.0,
item,G2_车型1_025_0021,G2,standard,170,0,25,50,35,25,8,1,LWH,车型1_025,G2_车型1_025_0005,8.0,
item,G2_车型1_025_0022,G2,standard,70,175,25,50,35,25,8,1,LWH,车型1_025,G2_车型1_025_0002,8.0,
