vehicle_id,space_utilization,weight_utilization,fullness_score,actual_counts,loaded_weight_kg,loaded_volume_cm3,module_count
车型1_001,0.7367,0.3525,0.629124,"{'G5': 75, 'G4': 24, 'G1': 10, 'G3': 3}",2115.0,14100000,0
车型1_002,0.846422,0.3,0.693423,"{'G4': 60, 'G1': 25}",1800.0,16200000,0
车型1_003,0.305665,0.138333,0.258812,"{'G2': 7, 'G3': 18, 'G1': 42}",830.0,5850250,0
车型1_004,0.536002,0.211667,0.445188,"{'G2': 5, 'G3': 10, 'G1': 40, 'G4': 24}",1270.0,10258750,0
车型1_005,0.410358,0.204667,0.352764,"{'G2': 8, 'G3': 14, 'G1': 57, 'G5': 15}",1228.0,7854000,0
车型1_006,0.515716,0.24,0.438516,"{'G2': 6, 'G3': 10, 'G1': 38, 'G5': 27, 'G4': 12}",1440.0,9870500,0
车型1_007,0.357835,0.172333,0.305895,"{'G2': 13, 'G3': 14, 'G1': 60}",1034.0,6848750,0
车型1_008,0.437148,0.221,0.376627,"{'G2': 21, 'G3': 10, 'G1': 84}",1326.0,8366750,0
车型1_009,0.46271,0.238667,0.399978,"{'G2': 32, 'G3': 8, 'G1': 88}",1432.0,8856000,0
车型1_010,0.498514,0.269667,0.434436,"{'G2': 59, 'G3': 6, 'G5': 18, 'G1': 61}",1618.0,9541250,0
车型1_011,0.594128,0.298667,0.511399,"{'G2': 35, 'G3': 6, 'G5': 51, 'G4': 12, 'G1': 17}",1792.0,11371250,0
车型1_012,0.47235,0.213,0.399732,"{'G2': 30, 'G3': 12, 'G4': 12, 'G5': 15, 'G1': 24}",1278.0,9040500,0
车型1_013,0.47235,0.213,0.399732,"{'G2': 30, 'G3': 12, 'G4': 12, 'G5': 15, 'G1': 24}",1278.0,9040500,0
车型1_014,0.77377,0.296667,0.640181,"{'G2': 26, 'G3': 2, 'G4': 48, 'G5': 15, 'G1': 6}",1780.0,14809500,0
车型1_015,0.50059,0.229667,0.424732,"{'G2': 44, 'G3': 12, 'G4': 12, 'G5': 15, 'G1': 23}",1378.0,9581000,0
车型1_016,0.422505,0.214667,0.364311,"{'G2': 38, 'G3': 14, 'G5': 15, 'G1': 42}",1288.0,8086500,0
车型1_017,0.601221,0.262667,0.506425,"{'G2': 20, 'G3': 6, 'G5': 27, 'G4': 24, 'G1': 20}",1576.0,11507000,0
车型1_018,0.478254,0.215667,0.40473,"{'G2': 26, 'G3': 12, 'G4': 12, 'G5': 15, 'G1': 28}",1294.0,9153500,0
车型1_019,0.379126,0.191667,0.326638,"{'G2': 47, 'G3': 14, 'G5': 12, 'G1': 29}",1150.0,7256250,0
车型1_020,0.351696,0.171667,0.301288,"{'G2': 35, 'G3': 14, 'G1': 45}",1030.0,6731250,0
车型1_021,0.43033,0.224833,0.372791,"{'G2': 79, 'G3': 11, 'G5': 6, 'G1': 37}",1349.0,8236250,0
车型1_022,0.547718,0.311333,0.481531,"{'G2': 148, 'G5': 33, 'G3': 6}",1868.0,10483000,0
车型1_023,0.820951,0.29,0.672284,"{'G4': 60, 'G2': 30}",1740.0,15712500,0
车型1_024,0.628468,0.322,0.542657,"{'G2': 78, 'G5': 51, 'G3': 6, 'G4': 12}",1932.0,12028500,0
车型1_025,0.586487,0.25,0.49227,"{'G3': 10, 'G2': 60, 'G4': 24, 'G5': 15}",1500.0,11225000,0
车型1_026,0.775364,0.289333,0.639275,"{'G4': 52, 'G2': 32, 'G5': 10}",1736.0,14840000,0
车型1_027,0.276393,0.127,0.234563,"{'G3': 20, 'G5': 15, 'G2': 24}",762.0,5290000,0
车型1_028,0.401593,0.211833,0.34846,"{'G5': 55, 'G3': 15, 'G2': 7}",1271.0,7686250,0
车型1_029,0.276132,0.1275,0.234515,"{'G2': 60, 'G3': 19}",765.0,5285000,0
车型1_030,0.117036,0.04,0.095466,{'G3': 16},240.0,2240000,0
