item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P2_6.2米箱货_005_0001,P2,0,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0002,P2,0,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0003,P2,0,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0004,P2,0,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0005,P2,0,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0006,P2,0,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0007,P2,0,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0008,P2,0,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0009,P2,347,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0010,P2,347,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0011,P2,347,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0012,P2,347,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0013,P2,347,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0014,P2,347,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0015,P2,347,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0016,P2,347,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0017,P2,694,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0018,P2,694,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0019,P2,694,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0020,P2,694,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0021,P2,694,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0022,P2,694,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0023,P2,694,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0024,P2,694,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0025,P2,1041,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0026,P2,1041,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0027,P2,1041,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0028,P2,1041,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0029,P2,1041,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0030,P2,1041,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0031,P2,1041,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0032,P2,1041,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0033,P2,1388,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0034,P2,1388,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0035,P2,1388,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0036,P2,1388,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0037,P2,1388,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0038,P2,1388,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0039,P2,1388,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0040,P2,1388,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0041,P2,1735,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0042,P2,1735,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0043,P2,1735,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0044,P2,1735,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0045,P2,1735,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0046,P2,1735,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0047,P2,1735,1428,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0048,P2,1735,1666,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0049,P2,2082,0,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0050,P2,2082,238,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0051,P2,2082,476,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0052,P2,2082,714,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0053,P2,2082,952,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0054,P2,2082,1190,0,347,238,320,1,LWH,6.2米箱货_005
P2_6.2米箱货_005_0055,P2,2082,1428,0,347,238,320,1,LWH,6.2米箱货_005
