item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight
G3_车型1_014_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0005,G3,fragile,100,0,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0006,G3,fragile,100,50,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0007,G3,fragile,100,100,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0008,G3,fragile,100,150,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0009,G3,fragile,170,0,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0010,G3,fragile,170,70,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0011,G3,fragile,220,0,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0012,G3,fragile,170,140,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0013,G3,fragile,270,0,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0014,G3,fragile,270,50,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0015,G3,fragile,270,100,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0016,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0017,G3,fragile,340,0,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0018,G3,fragile,340,50,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0019,G3,fragile,270,150,0,70,50,40,15,1,LWH,车型1_014,,0.0
G3_车型1_014_0020,G3,fragile,340,100,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0021,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0022,G3,fragile,220,70,0,50,70,40,15,2,WLH,车型1_014,,0.0
G3_车型1_014_0023,G3,fragile,220,140,0,50,70,40,15,2,WLH,车型1_014,,0.0
