item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G1_车型1_025_0001,G1,standard,0,0,0,40,60,30,12,3,WLH,车型1_025,G1#0386,,12.0
G1_车型1_025_0002,G1,standard,0,60,0,40,60,30,12,3,WLH,车型1_025,G1#0176,,12.0
G1_车型1_025_0003,G1,standard,0,120,0,40,60,30,12,3,WLH,车型1_025,G1#0451,,12.0
G1_车型1_025_0004,G1,standard,0,180,0,40,30,60,12,4,WHL,车型1_025,G1#0172,,12.0
G1_车型1_025_0005,G1,standard,0,180,60,40,30,60,12,4,WHL,车型1_025,G1#0033,G1_车型1_025_0004,12.0
G1_车型1_025_0006,G1,standard,0,180,120,40,30,60,12,4,WHL,车型1_025,G1#0750,G1_车型1_025_0005,0.0
G1_车型1_025_0007,G1,standard,40,0,0,40,60,30,12,3,WLH,车型1_025,G1#0259,,12.0
G1_车型1_025_0008,G1,standard,40,60,0,40,60,30,12,3,WLH,车型1_025,G1#0265,,12.0
G1_车型1_025_0009,G1,standard,40,120,0,40,60,30,12,3,WLH,车型1_025,G1#0642,,12.0
G1_车型1_025_0010,G1,standard,40,180,0,40,30,60,12,4,WHL,车型1_025,G1#0201,,12.0
G1_车型1_025_0011,G1,standard,40,180,60,40,30,60,12,4,WHL,车型1_025,G1#0358,G1_车型1_025_0010,12.0
G1_车型1_025_0012,G1,standard,40,180,120,40,30,60,12,4,WHL,车型1_025,G1#0746,G1_车型1_025_0011,0.0
G1_车型1_025_0013,G1,standard,80,0,0,40,60,30,12,3,WLH,车型1_025,G1#0153,,12.0
G1_车型1_025_0014,G1,standard,80,60,0,40,60,30,12,3,WLH,车型1_025,G1#0620,,12.0
G1_车型1_025_0015,G1,standard,80,120,0,40,60,30,12,3,WLH,车型1_025,G1#0799,,12.0
G1_车型1_025_0016,G1,standard,80,180,0,40,30,60,12,4,WHL,车型1_025,G1#0608,,12.0
G1_车型1_025_0017,G1,standard,80,180,60,40,30,60,12,4,WHL,车型1_025,G1#0679,G1_车型1_025_0016,12.0
G1_车型1_025_0018,G1,standard,80,180,120,40,30,60,12,4,WHL,车型1_025,G1#0715,G1_车型1_025_0017,0.0
G1_车型1_025_0019,G1,standard,120,0,0,40,60,30,12,3,WLH,车型1_025,G1#0403,,12.0
