item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G4_车型1_015_0001,G4,oriented,0,0,0,80,60,50,25,1,LWH,车型1_015,G4#0195,,25.0
G4_车型1_015_0002,G4,oriented,0,60,0,80,60,50,25,1,LWH,车型1_015,G4#0047,,25.0
G4_车型1_015_0003,G4,oriented,0,120,0,80,60,50,25,1,LWH,车型1_015,G4#0004,,25.0
G4_车型1_015_0004,G4,oriented,80,0,0,80,60,50,25,1,LWH,车型1_015,G4#0113,,25.0
G4_车型1_015_0005,G4,oriented,80,60,0,80,60,50,25,1,LWH,车型1_015,G4#0043,,25.0
G4_车型1_015_0006,G4,oriented,80,120,0,80,60,50,25,1,LWH,车型1_015,G4#0147,,25.0
G4_车型1_015_0007,G4,oriented,160,0,0,80,60,50,25,1,LWH,车型1_015,G4#0015,,25.0
G4_车型1_015_0008,G4,oriented,160,60,0,80,60,50,25,1,LWH,车型1_015,G4#0191,,25.0
G4_车型1_015_0009,G4,oriented,160,120,0,80,60,50,25,1,LWH,车型1_015,G4#0009,,25.0
G4_车型1_015_0010,G4,oriented,240,0,0,80,60,50,25,1,LWH,车型1_015,G4#0006,,25.0
G4_车型1_015_0011,G4,oriented,240,60,0,80,60,50,25,1,LWH,车型1_015,G4#0370,,25.0
G4_车型1_015_0012,G4,oriented,240,120,0,80,60,50,25,1,LWH,车型1_015,G4#0075,,25.0
G4_车型1_015_0013,G4,oriented,320,0,0,80,60,50,25,1,LWH,车型1_015,G4#0177,,25.0
G4_车型1_015_0014,G4,oriented,320,60,0,80,60,50,25,1,LWH,车型1_015,G4#0306,,25.0
G4_车型1_015_0015,G4,oriented,320,120,0,80,60,50,25,1,LWH,车型1_015,G4#0349,,25.0
G4_车型1_015_0016,G4,oriented,0,0,50,80,60,50,25,1,LWH,车型1_015,G4#0249,G4_车型1_015_0001,25.0
G4_车型1_015_0017,G4,oriented,0,0,100,80,60,50,25,1,LWH,车型1_015,G4#0037,G4_车型1_015_0016,25.0
G4_车型1_015_0018,G4,oriented,0,0,150,80,60,50,25,1,LWH,车型1_015,G4#0295,G4_车型1_015_0017,0.0
G4_车型1_015_0019,G4,oriented,80,0,50,80,60,50,25,1,LWH,车型1_015,G4#0193,G4_车型1_015_0004,25.0
G4_车型1_015_0020,G4,oriented,80,0,100,80,60,50,25,1,LWH,车型1_015,G4#0088,G4_车型1_015_0019,25.0
G4_车型1_015_0021,G4,oriented,80,0,150,80,60,50,25,1,LWH,车型1_015,G4#0031,G4_车型1_015_0020,0.0
G4_车型1_015_0022,G4,oriented,160,0,50,80,60,50,25,1,LWH,车型1_015,G4#0354,G4_车型1_015_0007,25.0
G4_车型1_015_0023,G4,oriented,160,0,100,80,60,50,25,1,LWH,车型1_015,G4#0226,G4_车型1_015_0022,25.0
G4_车型1_015_0024,G4,oriented,160,0,150,80,60,50,25,1,LWH,车型1_015,G4#0326,G4_车型1_015_0023,0.0
G4_车型1_015_0025,G4,oriented,240,0,50,80,60,50,25,1,LWH,车型1_015,G4#0093,G4_车型1_015_0010,25.0
G4_车型1_015_0026,G4,oriented,240,0,100,80,60,50,25,1,LWH,车型1_015,G4#0034,G4_车型1_015_0025,25.0
G4_车型1_015_0027,G4,oriented,240,0,150,80,60,50,25,1,LWH,车型1_015,G4#0369,G4_车型1_015_0026,0.0
G4_车型1_015_0028,G4,oriented,320,0,50,80,60,50,25,1,LWH,车型1_015,G4#0364,G4_车型1_015_0013,25.0
G4_车型1_015_0029,G4,oriented,320,0,100,80,60,50,25,1,LWH,车型1_015,G4#0317,G4_车型1_015_0028,25.0
G4_车型1_015_0030,G4,oriented,320,0,150,80,60,50,25,1,LWH,车型1_015,G4#0133,G4_车型1_015_0029,0.0
G4_车型1_015_0031,G4,oriented,0,60,50,80,60,50,25,1,LWH,车型1_015,G4#0071,G4_车型1_015_0002,25.0
G4_车型1_015_0032,G4,oriented,0,60,100,80,60,50,25,1,LWH,车型1_015,G4#0101,G4_车型1_015_0031,25.0
G4_车型1_015_0033,G4,oriented,0,60,150,80,60,50,25,1,LWH,车型1_015,G4#0065,G4_车型1_015_0032,0.0
G4_车型1_015_0034,G4,oriented,80,60,50,80,60,50,25,1,LWH,车型1_015,G4#0125,G4_车型1_015_0005,25.0
G4_车型1_015_0035,G4,oriented,80,60,100,80,60,50,25,1,LWH,车型1_015,G4#0178,G4_车型1_015_0034,25.0
G4_车型1_015_0036,G4,oriented,80,60,150,80,60,50,25,1,LWH,车型1_015,G4#0398,G4_车型1_015_0035,0.0
G4_车型1_015_0037,G4,oriented,160,60,50,80,60,50,25,1,LWH,车型1_015,G4#0350,G4_车型1_015_0008,25.0
G4_车型1_015_0038,G4,oriented,160,60,100,80,60,50,25,1,LWH,车型1_015,G4#0016,G4_车型1_015_0037,25.0
G4_车型1_015_0039,G4,oriented,160,60,150,80,60,50,25,1,LWH,车型1_015,G4#0240,G4_车型1_015_0038,0.0
G4_车型1_015_0040,G4,oriented,240,60,50,80,60,50,25,1,LWH,车型1_015,G4#0327,G4_车型1_015_0011,25.0
G4_车型1_015_0041,G4,oriented,240,60,100,80,60,50,25,1,LWH,车型1_015,G4#0373,G4_车型1_015_0040,25.0
G4_车型1_015_0042,G4,oriented,240,60,150,80,60,50,25,1,LWH,车型1_015,G4#0137,G4_车型1_015_0041,0.0
G4_车型1_015_0043,G4,oriented,320,60,50,80,60,50,25,1,LWH,车型1_015,G4#0255,G4_车型1_015_0014,25.0
G4_车型1_015_0044,G4,oriented,320,60,100,80,60,50,25,1,LWH,车型1_015,G4#0181,G4_车型1_015_0043,25.0
G4_车型1_015_0045,G4,oriented,320,60,150,80,60,50,25,1,LWH,车型1_015,G4#0183,G4_车型1_015_0044,0.0
G4_车型1_015_0046,G4,oriented,0,120,50,80,60,50,25,1,LWH,车型1_015,G4#0248,G4_车型1_015_0003,25.0
G4_车型1_015_0047,G4,oriented,0,120,100,80,60,50,25,1,LWH,车型1_015,G4#0239,G4_车型1_015_0046,25.0
G4_车型1_015_0048,G4,oriented,0,120,150,80,60,50,25,1,LWH,车型1_015,G4#0310,G4_车型1_015_0047,0.0
G4_车型1_015_0049,G4,oriented,80,120,50,80,60,50,25,1,LWH,车型1_015,G4#0265,G4_车型1_015_0006,25.0
G4_车型1_015_0050,G4,oriented,80,120,100,80,60,50,25,1,LWH,车型1_015,G4#0119,G4_车型1_015_0049,25.0
G4_车型1_015_0051,G4,oriented,80,120,150,80,60,50,25,1,LWH,车型1_015,G4#0293,G4_车型1_015_0050,0.0
G4_车型1_015_0052,G4,oriented,160,120,50,80,60,50,25,1,LWH,车型1_015,G4#0029,G4_车型1_015_0009,25.0
G4_车型1_015_0053,G4,oriented,160,120,100,80,60,50,25,1,LWH,车型1_015,G4#0144,G4_车型1_015_0052,25.0
G4_车型1_015_0054,G4,oriented,160,120,150,80,60,50,25,1,LWH,车型1_015,G4#0100,G4_车型1_015_0053,0.0
G4_车型1_015_0055,G4,oriented,240,120,50,80,60,50,25,1,LWH,车型1_015,G4#0014,G4_车型1_015_0012,25.0
G4_车型1_015_0056,G4,oriented,240,120,100,80,60,50,25,1,LWH,车型1_015,G4#0348,G4_车型1_015_0055,25.0
G4_车型1_015_0057,G4,oriented,240,120,150,80,60,50,25,1,LWH,车型1_015,G4#0097,G4_车型1_015_0056,0.0
G4_车型1_015_0058,G4,oriented,320,120,50,80,60,50,25,1,LWH,车型1_015,G4#0360,G4_车型1_015_0015,25.0
G4_车型1_015_0059,G4,oriented,320,120,100,80,60,50,25,1,LWH,车型1_015,G4#0201,G4_车型1_015_0058,25.0
G4_车型1_015_0060,G4,oriented,320,120,150,80,60,50,25,1,LWH,车型1_015,G4#0168,G4_车型1_015_0059,0.0
