item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G1_车型1_026_0001,G1,standard,0,0,0,40,60,30,12,3,WLH,车型1_026,G1#0004,,12.0
G1_车型1_026_0002,G1,standard,0,60,0,40,60,30,12,3,WLH,车型1_026,G1#0604,,12.0
G1_车型1_026_0003,G1,standard,0,120,0,40,60,30,12,3,WLH,车型1_026,G1#0174,,12.0
G1_车型1_026_0004,G1,standard,0,180,0,40,30,60,12,4,WHL,车型1_026,G1#0626,,12.0
G1_车型1_026_0005,G1,standard,0,180,60,40,30,60,12,4,WHL,车型1_026,G1#0461,G1_车型1_026_0004,12.0
G1_车型1_026_0006,G1,standard,0,180,120,40,30,60,12,4,WHL,车型1_026,G1#0360,G1_车型1_026_0005,0.0
G1_车型1_026_0007,G1,standard,40,0,0,40,60,30,12,3,WLH,车型1_026,G1#0140,,12.0
G1_车型1_026_0008,G1,standard,40,60,0,40,60,30,12,3,WLH,车型1_026,G1#0669,,12.0
G1_车型1_026_0009,G1,standard,40,120,0,40,60,30,12,3,WLH,车型1_026,G1#0667,,12.0
G1_车型1_026_0010,G1,standard,40,180,0,40,30,60,12,4,WHL,车型1_026,G1#0137,,12.0
G1_车型1_026_0011,G1,standard,40,180,60,40,30,60,12,4,WHL,车型1_026,G1#0356,G1_车型1_026_0010,12.0
G1_车型1_026_0012,G1,standard,40,180,120,40,30,60,12,4,WHL,车型1_026,G1#0797,G1_车型1_026_0011,0.0
G1_车型1_026_0013,G1,standard,80,0,0,40,60,30,12,3,WLH,车型1_026,G1#0760,,12.0
G1_车型1_026_0014,G1,standard,80,60,0,40,60,30,12,3,WLH,车型1_026,G1#0639,,12.0
G1_车型1_026_0015,G1,standard,80,120,0,40,60,30,12,3,WLH,车型1_026,G1#0014,,12.0
G1_车型1_026_0016,G1,standard,80,180,0,40,30,60,12,4,WHL,车型1_026,G1#0286,,12.0
G1_车型1_026_0017,G1,standard,80,180,60,40,30,60,12,4,WHL,车型1_026,G1#0542,G1_车型1_026_0016,12.0
G1_车型1_026_0018,G1,standard,80,180,120,40,30,60,12,4,WHL,车型1_026,G1#0346,G1_车型1_026_0017,0.0
G1_车型1_026_0019,G1,standard,120,0,0,40,60,30,12,3,WLH,车型1_026,G1#0315,,12.0
G1_车型1_026_0020,G1,standard,120,60,0,40,60,30,12,3,WLH,车型1_026,G1#0319,,12.0
G1_车型1_026_0021,G1,standard,120,120,0,40,60,30,12,3,WLH,车型1_026,G1#0420,,12.0
G1_车型1_026_0022,G1,standard,120,180,0,40,30,60,12,4,WHL,车型1_026,G1#0393,,12.0
G1_车型1_026_0023,G1,standard,120,180,60,40,30,60,12,4,WHL,车型1_026,G1#0738,G1_车型1_026_0022,12.0
G1_车型1_026_0024,G1,standard,120,180,120,40,30,60,12,4,WHL,车型1_026,G1#0523,G1_车型1_026_0023,0.0
G1_车型1_026_0025,G1,standard,160,0,0,40,60,30,12,3,WLH,车型1_026,G1#0220,,12.0
G1_车型1_026_0026,G1,standard,160,60,0,40,60,30,12,3,WLH,车型1_026,G1#0414,,12.0
G1_车型1_026_0027,G1,standard,160,120,0,40,60,30,12,3,WLH,车型1_026,G1#0116,,12.0
G1_车型1_026_0028,G1,standard,160,180,0,40,30,60,12,4,WHL,车型1_026,G1#0718,,12.0
G1_车型1_026_0029,G1,standard,160,180,60,40,30,60,12,4,WHL,车型1_026,G1#0143,G1_车型1_026_0028,12.0
G1_车型1_026_0030,G1,standard,160,180,120,40,30,60,12,4,WHL,车型1_026,G1#0536,G1_车型1_026_0029,0.0
G1_车型1_026_0031,G1,standard,200,0,0,40,60,30,12,3,WLH,车型1_026,G1#0059,,12.0
G1_车型1_026_0032,G1,standard,200,60,0,40,60,30,12,3,WLH,车型1_026,G1#0189,,12.0
G1_车型1_026_0033,G1,standard,200,120,0,40,60,30,12,3,WLH,车型1_026,G1#0500,,12.0
G1_车型1_026_0034,G1,standard,200,180,0,40,30,60,12,4,WHL,车型1_026,G1#0433,,12.0
G1_车型1_026_0035,G1,standard,200,180,60,40,30,60,12,4,WHL,车型1_026,G1#0690,G1_车型1_026_0034,12.0
G1_车型1_026_0036,G1,standard,200,180,120,40,30,60,12,4,WHL,车型1_026,G1#0056,G1_车型1_026_0035,0.0
G1_车型1_026_0037,G1,standard,240,0,0,60,40,30,12,1,LWH,车型1_026,G1#0434,,12.0
G1_车型1_026_0038,G1,standard,240,40,0,60,40,30,12,1,LWH,车型1_026,G1#0115,,12.0
G1_车型1_026_0039,G1,standard,240,80,0,60,40,30,12,1,LWH,车型1_026,G1#0768,,12.0
G1_车型1_026_0040,G1,standard,240,120,0,60,40,30,12,1,LWH,车型1_026,G1#0732,,12.0
G1_车型1_026_0041,G1,standard,240,160,0,60,40,30,12,1,LWH,车型1_026,G1#0080,,12.0
G1_车型1_026_0042,G1,standard,300,0,0,60,40,30,12,1,LWH,车型1_026,G1#0109,,12.0
G1_车型1_026_0043,G1,standard,300,40,0,60,40,30,12,1,LWH,车型1_026,G1#0260,,12.0
G1_车型1_026_0044,G1,standard,300,80,0,60,40,30,12,1,LWH,车型1_026,G1#0296,,12.0
G1_车型1_026_0045,G1,standard,300,120,0,60,40,30,12,1,LWH,车型1_026,G1#0570,,12.0
G1_车型1_026_0046,G1,standard,300,160,0,60,40,30,12,1,LWH,车型1_026,G1#0181,,12.0
G1_车型1_026_0047,G1,standard,360,0,0,60,40,30,12,1,LWH,车型1_026,G1#0160,,12.0
G1_车型1_026_0048,G1,standard,360,40,0,60,40,30,12,1,LWH,车型1_026,G1#0308,,12.0
G1_车型1_026_0049,G1,standard,360,80,0,60,40,30,12,1,LWH,车型1_026,G1#0148,,12.0
