item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G5_车型1_024_0001,G5,oriented,0,0,0,40,40,60,18,1,LWH,车型1_024,G5#0127,,18.0
G5_车型1_024_0002,G5,oriented,0,40,0,40,40,60,18,1,LWH,车型1_024,G5#0016,,18.0
G5_车型1_024_0003,G5,oriented,0,80,0,40,40,60,18,1,LWH,车型1_024,G5#0387,,18.0
G5_车型1_024_0004,G5,oriented,0,120,0,40,40,60,18,1,LWH,车型1_024,G5#0021,,18.0
G5_车型1_024_0005,G5,oriented,0,160,0,40,40,60,18,1,LWH,车型1_024,G5#0334,,18.0
G5_车型1_024_0006,G5,oriented,0,0,60,40,40,60,18,1,LWH,车型1_024,G5#0400,G5_车型1_024_0001,18.0
G5_车型1_024_0007,G5,oriented,0,0,120,40,40,60,18,1,LWH,车型1_024,G5#0036,G5_车型1_024_0006,0.0
G5_车型1_024_0008,G5,oriented,0,40,60,40,40,60,18,1,LWH,车型1_024,G5#0333,G5_车型1_024_0002,18.0
G5_车型1_024_0009,G5,oriented,0,40,120,40,40,60,18,1,LWH,车型1_024,G5#0115,G5_车型1_024_0008,0.0
G5_车型1_024_0010,G5,oriented,0,80,60,40,40,60,18,1,LWH,车型1_024,G5#0180,G5_车型1_024_0003,18.0
G5_车型1_024_0011,G5,oriented,0,80,120,40,40,60,18,1,LWH,车型1_024,G5#0027,G5_车型1_024_0010,0.0
G5_车型1_024_0012,G5,oriented,0,120,60,40,40,60,18,1,LWH,车型1_024,G5#0277,G5_车型1_024_0004,18.0
G5_车型1_024_0013,G5,oriented,0,120,120,40,40,60,18,1,LWH,车型1_024,G5#0384,G5_车型1_024_0012,0.0
G5_车型1_024_0014,G5,oriented,0,160,60,40,40,60,18,1,LWH,车型1_024,G5#0010,G5_车型1_024_0005,18.0
G5_车型1_024_0015,G5,oriented,0,160,120,40,40,60,18,1,LWH,车型1_024,G5#0241,G5_车型1_024_0014,0.0
G5_车型1_024_0016,G5,oriented,40,0,0,40,40,60,18,1,LWH,车型1_024,G5#0042,,18.0
G5_车型1_024_0017,G5,oriented,40,40,0,40,40,60,18,1,LWH,车型1_024,G5#0428,,18.0
G5_车型1_024_0018,G5,oriented,40,80,0,40,40,60,18,1,LWH,车型1_024,G5#0130,,18.0
G5_车型1_024_0019,G5,oriented,40,120,0,40,40,60,18,1,LWH,车型1_024,G5#0216,,18.0
G5_车型1_024_0020,G5,oriented,40,160,0,40,40,60,18,1,LWH,车型1_024,G5#0426,,18.0
G5_车型1_024_0021,G5,oriented,40,0,60,40,40,60,18,1,LWH,车型1_024,G5#0386,G5_车型1_024_0016,18.0
G5_车型1_024_0022,G5,oriented,40,0,120,40,40,60,18,1,LWH,车型1_024,G5#0143,G5_车型1_024_0021,0.0
G5_车型1_024_0023,G5,oriented,40,40,60,40,40,60,18,1,LWH,车型1_024,G5#0491,G5_车型1_024_0017,18.0
G5_车型1_024_0024,G5,oriented,40,40,120,40,40,60,18,1,LWH,车型1_024,G5#0451,G5_车型1_024_0023,0.0
G5_车型1_024_0025,G5,oriented,40,80,60,40,40,60,18,1,LWH,车型1_024,G5#0390,G5_车型1_024_0018,18.0
G5_车型1_024_0026,G5,oriented,40,80,120,40,40,60,18,1,LWH,车型1_024,G5#0173,G5_车型1_024_0025,0.0
G5_车型1_024_0027,G5,oriented,40,120,60,40,40,60,18,1,LWH,车型1_024,G5#0490,G5_车型1_024_0019,18.0
G5_车型1_024_0028,G5,oriented,40,120,120,40,40,60,18,1,LWH,车型1_024,G5#0233,G5_车型1_024_0027,0.0
G5_车型1_024_0029,G5,oriented,40,160,60,40,40,60,18,1,LWH,车型1_024,G5#0109,G5_车型1_024_0020,18.0
G5_车型1_024_0030,G5,oriented,40,160,120,40,40,60,18,1,LWH,车型1_024,G5#0168,G5_车型1_024_0029,0.0
G5_车型1_024_0031,G5,oriented,80,0,0,40,40,60,18,1,LWH,车型1_024,G5#0195,,18.0
G5_车型1_024_0032,G5,oriented,80,40,0,40,40,60,18,1,LWH,车型1_024,G5#0134,,18.0
G5_车型1_024_0033,G5,oriented,80,80,0,40,40,60,18,1,LWH,车型1_024,G5#0026,,18.0
G5_车型1_024_0034,G5,oriented,80,120,0,40,40,60,18,1,LWH,车型1_024,G5#0094,,12.0
G5_车型1_024_0035,G5,oriented,80,160,0,40,40,60,18,1,LWH,车型1_024,G5#0237,,12.0
G5_车型1_024_0036,G5,oriented,80,0,60,40,40,60,18,1,LWH,车型1_024,G5#0444,G5_车型1_024_0031,18.0
G5_车型1_024_0037,G5,oriented,80,0,120,40,40,60,18,1,LWH,车型1_024,G5#0070,G5_车型1_024_0036,0.0
G5_车型1_024_0038,G5,oriented,80,40,60,40,40,60,18,1,LWH,车型1_024,G5#0220,G5_车型1_024_0032,18.0
G5_车型1_024_0039,G5,oriented,80,40,120,40,40,60,18,1,LWH,车型1_024,G5#0330,G5_车型1_024_0038,0.0
G5_车型1_024_0040,G5,oriented,80,80,60,40,40,60,18,1,LWH,车型1_024,G5#0043,G5_车型1_024_0033,12.0
G1_车型1_024_0001,G1,standard,80,80,120,40,30,60,12,4,WHL,车型1_024,G1#0668,G5_车型1_024_0040,0.0
G1_车型1_024_0002,G1,standard,120,0,0,40,60,30,12,3,WLH,车型1_024,G1#0688,,12.0
G1_车型1_024_0003,G1,standard,120,60,0,40,60,30,12,3,WLH,车型1_024,G1#0417,,12.0
G1_车型1_024_0004,G1,standard,120,120,0,40,60,30,12,3,WLH,车型1_024,G1#0485,,12.0
G1_车型1_024_0005,G1,standard,120,180,0,40,30,60,12,4,WHL,车型1_024,G1#0128,,12.0
G1_车型1_024_0006,G1,standard,120,180,60,40,30,60,12,4,WHL,车型1_024,G1#0299,G1_车型1_024_0005,12.0
G1_车型1_024_0007,G1,standard,120,180,120,40,30,60,12,4,WHL,车型1_024,G1#0329,G1_车型1_024_0006,0.0
