item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_001_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_001,G3#0107,,0.0
G3_车型1_001_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_001,G3#0240,,0.0
G3_车型1_001_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_001,G3#0038,,0.0
G3_车型1_001_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_001,G3#0090,,0.0
G3_车型1_001_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_001,G3#0033,,0.0
G3_车型1_001_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_001,G3#0251,,0.0
G3_车型1_001_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_001,G3#0193,,0.0
G3_车型1_001_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_001,G3#0121,,0.0
G3_车型1_001_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_001,G3#0020,,0.0
G3_车型1_001_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_001,G3#0226,,0.0
G3_车型1_001_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_001,G3#0025,,0.0
G3_车型1_001_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_001,G3#0296,,0.0
G3_车型1_001_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_001,G3#0104,,0.0
G3_车型1_001_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_001,G3#0221,,0.0
G3_车型1_001_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_001,G3#0206,,0.0
G3_车型1_001_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_001,G3#0298,,0.0
G3_车型1_001_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_001,G3#0292,,0.0
G3_车型1_001_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_001,G3#0039,,0.0
G3_车型1_001_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_001,G3#0159,,0.0
G3_车型1_001_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_001,G3#0174,,0.0
G3_车型1_001_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_001,G3#0246,,0.0
G3_车型1_001_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_001,G3#0002,,0.0
G3_车型1_001_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_001,G3#0225,,0.0
