item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_006_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_006,G3#0281,,0.0
G3_车型1_006_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_006,G3#0205,,0.0
G3_车型1_006_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_006,G3#0105,,0.0
G3_车型1_006_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_006,G3#0220,,0.0
G3_车型1_006_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_006,G3#0261,,0.0
G3_车型1_006_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_006,G3#0123,,0.0
G3_车型1_006_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_006,G3#0011,,0.0
G3_车型1_006_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_006,G3#0122,,0.0
G3_车型1_006_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_006,G3#0073,,0.0
G3_车型1_006_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_006,G3#0282,,0.0
G3_车型1_006_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_006,G3#0031,,0.0
G3_车型1_006_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_006,G3#0008,,0.0
G3_车型1_006_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_006,G3#0062,,0.0
G3_车型1_006_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_006,G3#0079,,0.0
G3_车型1_006_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_006,G3#0179,,0.0
G3_车型1_006_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_006,G3#0224,,0.0
G3_车型1_006_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_006,G3#0005,,0.0
G3_车型1_006_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_006,G3#0297,,0.0
G3_车型1_006_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_006,G3#0083,,0.0
G3_车型1_006_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_006,G3#0255,,0.0
G3_车型1_006_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_006,G3#0250,,0.0
G3_车型1_006_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_006,G3#0245,,0.0
G3_车型1_006_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_006,G3#0096,,0.0
