item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_010_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_010,G3#0199,,0.0
G3_车型1_010_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_010,G3#0197,,0.0
G3_车型1_010_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_010,G3#0084,,0.0
G3_车型1_010_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_010,G3#0176,,0.0
G3_车型1_010_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_010,G3#0057,,0.0
G3_车型1_010_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_010,G3#0273,,0.0
G3_车型1_010_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_010,G3#0264,,0.0
G3_车型1_010_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_010,G3#0164,,0.0
G3_车型1_010_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_010,G3#0070,,0.0
G3_车型1_010_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_010,G3#0241,,0.0
G3_车型1_010_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_010,G3#0119,,0.0
G3_车型1_010_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_010,G3#0235,,0.0
G3_车型1_010_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_010,G3#0044,,0.0
G3_车型1_010_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_010,G3#0137,,0.0
G3_车型1_010_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_010,G3#0187,,0.0
G3_车型1_010_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_010,G3#0063,,0.0
G3_车型1_010_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_010,G3#0238,,0.0
G3_车型1_010_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_010,G3#0156,,0.0
G3_车型1_010_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_010,G3#0019,,0.0
G3_车型1_010_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_010,G3#0166,,0.0
G3_车型1_010_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_010,G3#0274,,0.0
G3_车型1_010_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_010,G3#0180,,0.0
G3_车型1_010_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_010,G3#0069,,0.0
