item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_004_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_004,G3#0218,,0.0
G3_车型1_004_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_004,G3#0229,,0.0
G3_车型1_004_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_004,G3#0132,,0.0
G3_车型1_004_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_004,G3#0271,,0.0
G3_车型1_004_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_004,G3#0272,,0.0
G3_车型1_004_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_004,G3#0228,,0.0
G3_车型1_004_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_004,G3#0010,,0.0
G3_车型1_004_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_004,G3#0135,,0.0
G3_车型1_004_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_004,G3#0100,,0.0
G3_车型1_004_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_004,G3#0276,,0.0
G3_车型1_004_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_004,G3#0157,,0.0
G3_车型1_004_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_004,G3#0267,,0.0
G3_车型1_004_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_004,G3#0152,,0.0
G3_车型1_004_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_004,G3#0158,,0.0
G3_车型1_004_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_004,G3#0223,,0.0
G3_车型1_004_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_004,G3#0149,,0.0
G3_车型1_004_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_004,G3#0211,,0.0
G3_车型1_004_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_004,G3#0032,,0.0
G3_车型1_004_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_004,G3#0289,,0.0
G3_车型1_004_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_004,G3#0300,,0.0
G3_车型1_004_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_004,G3#0067,,0.0
G3_车型1_004_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_004,G3#0178,,0.0
G3_车型1_004_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_004,G3#0268,,0.0
