item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G4_车型1_017_0001,G4,oriented,0,0,0,80,60,50,25,1,LWH,车型1_017,G4#0302,,25.0
G4_车型1_017_0002,G4,oriented,0,60,0,80,60,50,25,1,LWH,车型1_017,G4#0264,,25.0
G4_车型1_017_0003,G4,oriented,0,120,0,80,60,50,25,1,LWH,车型1_017,G4#0130,,25.0
G4_车型1_017_0004,G4,oriented,80,0,0,80,60,50,25,1,LWH,车型1_017,G4#0281,,25.0
G4_车型1_017_0005,G4,oriented,80,60,0,80,60,50,25,1,LWH,车型1_017,G4#0386,,25.0
G4_车型1_017_0006,G4,oriented,80,120,0,80,60,50,25,1,LWH,车型1_017,G4#0170,,25.0
G4_车型1_017_0007,G4,oriented,160,0,0,80,60,50,25,1,LWH,车型1_017,G4#0199,,25.0
G4_车型1_017_0008,G4,oriented,160,60,0,80,60,50,25,1,LWH,车型1_017,G4#0160,,25.0
G4_车型1_017_0009,G4,oriented,160,120,0,80,60,50,25,1,LWH,车型1_017,G4#0330,,25.0
G4_车型1_017_0010,G4,oriented,240,0,0,80,60,50,25,1,LWH,车型1_017,G4#0257,,25.0
G4_车型1_017_0011,G4,oriented,240,60,0,80,60,50,25,1,LWH,车型1_017,G4#0332,,25.0
G4_车型1_017_0012,G4,oriented,240,120,0,80,60,50,25,1,LWH,车型1_017,G4#0111,,25.0
G4_车型1_017_0013,G4,oriented,320,0,0,80,60,50,25,1,LWH,车型1_017,G4#0094,,25.0
G4_车型1_017_0014,G4,oriented,320,60,0,80,60,50,25,1,LWH,车型1_017,G4#0051,,25.0
G4_车型1_017_0015,G4,oriented,320,120,0,80,60,50,25,1,LWH,车型1_017,G4#0254,,25.0
G4_车型1_017_0016,G4,oriented,0,0,50,80,60,50,25,1,LWH,车型1_017,G4#0303,G4_车型1_017_0001,25.0
G4_车型1_017_0017,G4,oriented,0,0,100,80,60,50,25,1,LWH,车型1_017,G4#0213,G4_车型1_017_0016,25.0
G4_车型1_017_0018,G4,oriented,0,0,150,80,60,50,25,1,LWH,车型1_017,G4#0352,G4_车型1_017_0017,0.0
G4_车型1_017_0019,G4,oriented,80,0,50,80,60,50,25,1,LWH,车型1_017,G4#0001,G4_车型1_017_0004,25.0
