item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G1_车型1_027_0001,G1,standard,0,0,0,40,60,30,12,3,WLH,车型1_027,G1#0264,,12.0
G1_车型1_027_0002,G1,standard,0,60,0,40,60,30,12,3,WLH,车型1_027,G1#0169,,8.0
G1_车型1_027_0003,G1,standard,0,120,0,40,60,30,12,3,WLH,车型1_027,G1#0280,,8.0
G1_车型1_027_0004,G1,standard,0,180,0,40,30,60,12,4,WHL,车型1_027,G1#0514,,12.0
G1_车型1_027_0005,G1,standard,0,180,60,40,30,60,12,4,WHL,车型1_027,G1#0780,G1_车型1_027_0004,12.0
G1_车型1_027_0006,G1,standard,0,180,120,40,30,60,12,4,WHL,车型1_027,G1#0375,G1_车型1_027_0005,0.0
G1_车型1_027_0007,G1,standard,40,0,0,40,60,30,12,3,WLH,车型1_027,G1#0553,,12.0
G1_车型1_027_0008,G1,standard,40,60,0,40,60,30,12,3,WLH,车型1_027,G1#0136,,8.0
G1_车型1_027_0009,G1,standard,40,120,0,40,60,30,12,3,WLH,车型1_027,G1#0206,,8.0
G1_车型1_027_0010,G1,standard,40,180,0,40,30,60,12,4,WHL,车型1_027,G1#0774,,12.0
G1_车型1_027_0011,G1,standard,40,180,60,40,30,60,12,4,WHL,车型1_027,G1#0426,G1_车型1_027_0010,12.0
G1_车型1_027_0012,G1,standard,40,180,120,40,30,60,12,4,WHL,车型1_027,G1#0335,G1_车型1_027_0011,0.0
G1_车型1_027_0013,G1,standard,80,0,0,40,60,30,12,3,WLH,车型1_027,G1#0729,,12.0
G1_车型1_027_0014,G1,standard,80,60,0,40,60,30,12,3,WLH,车型1_027,G1#0093,,8.0
G1_车型1_027_0015,G1,standard,80,120,0,40,60,30,12,3,WLH,车型1_027,G1#0135,,8.0
G1_车型1_027_0016,G1,standard,80,180,0,40,30,60,12,4,WHL,车型1_027,G1#0374,,12.0
G1_车型1_027_0017,G1,standard,80,180,60,40,30,60,12,4,WHL,车型1_027,G1#0594,G1_车型1_027_0016,12.0
G1_车型1_027_0018,G1,standard,80,180,120,40,30,60,12,4,WHL,车型1_027,G1#0035,G1_车型1_027_0017,0.0
G1_车型1_027_0019,G1,standard,120,0,0,40,60,30,12,3,WLH,车型1_027,G1#0452,,12.0
G1_车型1_027_0020,G1,standard,120,60,0,40,60,30,12,3,WLH,车型1_027,G1#0317,,8.0
G1_车型1_027_0021,G1,standard,120,120,0,40,60,30,12,3,WLH,车型1_027,G1#0041,,8.0
G1_车型1_027_0022,G1,standard,120,180,0,40,30,60,12,4,WHL,车型1_027,G1#0662,,12.0
G1_车型1_027_0023,G1,standard,120,180,60,40,30,60,12,4,WHL,车型1_027,G1#0643,G1_车型1_027_0022,12.0
G1_车型1_027_0024,G1,standard,120,180,120,40,30,60,12,4,WHL,车型1_027,G1#0100,G1_车型1_027_0023,0.0
G1_车型1_027_0025,G1,standard,160,0,0,40,60,30,12,3,WLH,车型1_027,G1#0644,,12.0
G1_车型1_027_0026,G1,standard,160,60,0,40,60,30,12,3,WLH,车型1_027,G1#0141,,8.0
G1_车型1_027_0027,G1,standard,160,120,0,40,60,30,12,3,WLH,车型1_027,G1#0698,,8.0
G1_车型1_027_0028,G1,standard,160,180,0,40,30,60,12,4,WHL,车型1_027,G1#0676,,12.0
G1_车型1_027_0029,G1,standard,160,180,60,40,30,60,12,4,WHL,车型1_027,G1#0695,G1_车型1_027_0028,12.0
G1_车型1_027_0030,G1,standard,160,180,120,40,30,60,12,4,WHL,车型1_027,G1#0743,G1_车型1_027_0029,0.0
G1_车型1_027_0031,G1,standard,200,0,0,40,60,30,12,3,WLH,车型1_027,G1#0636,,12.0
G1_车型1_027_0032,G1,standard,200,60,0,40,60,30,12,3,WLH,车型1_027,G1#0195,,8.0
G1_车型1_027_0033,G1,standard,200,120,0,40,60,30,12,3,WLH,车型1_027,G1#0652,,8.0
G1_车型1_027_0034,G1,standard,200,180,0,40,30,60,12,4,WHL,车型1_027,G1#0225,,12.0
G1_车型1_027_0035,G1,standard,200,180,60,40,30,60,12,4,WHL,车型1_027,G1#0361,G1_车型1_027_0034,12.0
G1_车型1_027_0036,G1,standard,200,180,120,40,30,60,12,4,WHL,车型1_027,G1#0622,G1_车型1_027_0035,0.0
G1_车型1_027_0037,G1,standard,240,0,0,60,40,30,12,1,LWH,车型1_027,G1#0236,,12.0
G1_车型1_027_0038,G1,standard,240,40,0,60,40,30,12,1,LWH,车型1_027,G1#0294,,12.0
G1_车型1_027_0039,G1,standard,240,80,0,60,40,30,12,1,LWH,车型1_027,G1#0509,,8.0
G1_车型1_027_0040,G1,standard,240,120,0,60,40,30,12,1,LWH,车型1_027,G1#0621,,8.0
G1_车型1_027_0041,G1,standard,240,160,0,60,40,30,12,1,LWH,车型1_027,G1#0051,,8.0
G1_车型1_027_0042,G1,standard,300,0,0,60,40,30,12,1,LWH,车型1_027,G1#0703,,12.0
G1_车型1_027_0043,G1,standard,300,40,0,60,40,30,12,1,LWH,车型1_027,G1#0778,,12.0
