item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G5_车型1_021_0001,G5,oriented,0,0,0,40,40,60,18,1,LWH,车型1_021,G5#0165,,18.0
G5_车型1_021_0002,G5,oriented,0,40,0,40,40,60,18,1,LWH,车型1_021,G5#0076,,18.0
G5_车型1_021_0003,G5,oriented,0,80,0,40,40,60,18,1,LWH,车型1_021,G5#0089,,18.0
G5_车型1_021_0004,G5,oriented,0,120,0,40,40,60,18,1,LWH,车型1_021,G5#0046,,18.0
G5_车型1_021_0005,G5,oriented,0,160,0,40,40,60,18,1,LWH,车型1_021,G5#0258,,18.0
G5_车型1_021_0006,G5,oriented,0,0,60,40,40,60,18,1,LWH,车型1_021,G5#0194,G5_车型1_021_0001,18.0
G5_车型1_021_0007,G5,oriented,0,0,120,40,40,60,18,1,LWH,车型1_021,G5#0433,G5_车型1_021_0006,0.0
G5_车型1_021_0008,G5,oriented,0,40,60,40,40,60,18,1,LWH,车型1_021,G5#0301,G5_车型1_021_0002,18.0
G5_车型1_021_0009,G5,oriented,0,40,120,40,40,60,18,1,LWH,车型1_021,G5#0312,G5_车型1_021_0008,0.0
G5_车型1_021_0010,G5,oriented,0,80,60,40,40,60,18,1,LWH,车型1_021,G5#0215,G5_车型1_021_0003,18.0
G5_车型1_021_0011,G5,oriented,0,80,120,40,40,60,18,1,LWH,车型1_021,G5#0405,G5_车型1_021_0010,0.0
G5_车型1_021_0012,G5,oriented,0,120,60,40,40,60,18,1,LWH,车型1_021,G5#0088,G5_车型1_021_0004,18.0
G5_车型1_021_0013,G5,oriented,0,120,120,40,40,60,18,1,LWH,车型1_021,G5#0293,G5_车型1_021_0012,0.0
G5_车型1_021_0014,G5,oriented,0,160,60,40,40,60,18,1,LWH,车型1_021,G5#0341,G5_车型1_021_0005,18.0
G5_车型1_021_0015,G5,oriented,0,160,120,40,40,60,18,1,LWH,车型1_021,G5#0263,G5_车型1_021_0014,0.0
G5_车型1_021_0016,G5,oriented,40,0,0,40,40,60,18,1,LWH,车型1_021,G5#0005,,18.0
G5_车型1_021_0017,G5,oriented,40,40,0,40,40,60,18,1,LWH,车型1_021,G5#0299,,18.0
G5_车型1_021_0018,G5,oriented,40,80,0,40,40,60,18,1,LWH,车型1_021,G5#0213,,18.0
G5_车型1_021_0019,G5,oriented,40,120,0,40,40,60,18,1,LWH,车型1_021,G5#0404,,18.0
G5_车型1_021_0020,G5,oriented,40,160,0,40,40,60,18,1,LWH,车型1_021,G5#0352,,18.0
G5_车型1_021_0021,G5,oriented,40,0,60,40,40,60,18,1,LWH,车型1_021,G5#0158,G5_车型1_021_0016,18.0
G5_车型1_021_0022,G5,oriented,40,0,120,40,40,60,18,1,LWH,车型1_021,G5#0325,G5_车型1_021_0021,0.0
G5_车型1_021_0023,G5,oriented,40,40,60,40,40,60,18,1,LWH,车型1_021,G5#0356,G5_车型1_021_0017,18.0
G5_车型1_021_0024,G5,oriented,40,40,120,40,40,60,18,1,LWH,车型1_021,G5#0118,G5_车型1_021_0023,0.0
G5_车型1_021_0025,G5,oriented,40,80,60,40,40,60,18,1,LWH,车型1_021,G5#0003,G5_车型1_021_0018,18.0
G5_车型1_021_0026,G5,oriented,40,80,120,40,40,60,18,1,LWH,车型1_021,G5#0455,G5_车型1_021_0025,0.0
G5_车型1_021_0027,G5,oriented,40,120,60,40,40,60,18,1,LWH,车型1_021,G5#0149,G5_车型1_021_0019,18.0
G5_车型1_021_0028,G5,oriented,40,120,120,40,40,60,18,1,LWH,车型1_021,G5#0335,G5_车型1_021_0027,0.0
G5_车型1_021_0029,G5,oriented,40,160,60,40,40,60,18,1,LWH,车型1_021,G5#0481,G5_车型1_021_0020,18.0
G5_车型1_021_0030,G5,oriented,40,160,120,40,40,60,18,1,LWH,车型1_021,G5#0184,G5_车型1_021_0029,0.0
G5_车型1_021_0031,G5,oriented,80,0,0,40,40,60,18,1,LWH,车型1_021,G5#0082,,18.0
G5_车型1_021_0032,G5,oriented,80,40,0,40,40,60,18,1,LWH,车型1_021,G5#0207,,18.0
G5_车型1_021_0033,G5,oriented,80,80,0,40,40,60,18,1,LWH,车型1_021,G5#0291,,18.0
G5_车型1_021_0034,G5,oriented,80,120,0,40,40,60,18,1,LWH,车型1_021,G5#0033,,18.0
G5_车型1_021_0035,G5,oriented,80,160,0,40,40,60,18,1,LWH,车型1_021,G5#0107,,18.0
G5_车型1_021_0036,G5,oriented,80,0,60,40,40,60,18,1,LWH,车型1_021,G5#0377,G5_车型1_021_0031,18.0
G5_车型1_021_0037,G5,oriented,80,0,120,40,40,60,18,1,LWH,车型1_021,G5#0447,G5_车型1_021_0036,0.0
G5_车型1_021_0038,G5,oriented,80,40,60,40,40,60,18,1,LWH,车型1_021,G5#0240,G5_车型1_021_0032,18.0
G5_车型1_021_0039,G5,oriented,80,40,120,40,40,60,18,1,LWH,车型1_021,G5#0427,G5_车型1_021_0038,0.0
G5_车型1_021_0040,G5,oriented,80,80,60,40,40,60,18,1,LWH,车型1_021,G5#0296,G5_车型1_021_0033,18.0
G5_车型1_021_0041,G5,oriented,80,80,120,40,40,60,18,1,LWH,车型1_021,G5#0210,G5_车型1_021_0040,0.0
G5_车型1_021_0042,G5,oriented,80,120,60,40,40,60,18,1,LWH,车型1_021,G5#0013,G5_车型1_021_0034,18.0
G5_车型1_021_0043,G5,oriented,80,120,120,40,40,60,18,1,LWH,车型1_021,G5#0424,G5_车型1_021_0042,0.0
G5_车型1_021_0044,G5,oriented,80,160,60,40,40,60,18,1,LWH,车型1_021,G5#0358,G5_车型1_021_0035,18.0
G5_车型1_021_0045,G5,oriented,80,160,120,40,40,60,18,1,LWH,车型1_021,G5#0266,G5_车型1_021_0044,0.0
G5_车型1_021_0046,G5,oriented,120,0,0,40,40,60,18,1,LWH,车型1_021,G5#0435,,18.0
G5_车型1_021_0047,G5,oriented,120,40,0,40,40,60,18,1,LWH,车型1_021,G5#0049,,18.0
G5_车型1_021_0048,G5,oriented,120,80,0,40,40,60,18,1,LWH,车型1_021,G5#0219,,18.0
G5_车型1_021_0049,G5,oriented,120,120,0,40,40,60,18,1,LWH,车型1_021,G5#0411,,18.0
G5_车型1_021_0050,G5,oriented,120,160,0,40,40,60,18,1,LWH,车型1_021,G5#0137,,18.0
G5_车型1_021_0051,G5,oriented,120,0,60,40,40,60,18,1,LWH,车型1_021,G5#0446,G5_车型1_021_0046,18.0
G5_车型1_021_0052,G5,oriented,120,0,120,40,40,60,18,1,LWH,车型1_021,G5#0164,G5_车型1_021_0051,0.0
G5_车型1_021_0053,G5,oriented,120,40,60,40,40,60,18,1,LWH,车型1_021,G5#0472,G5_车型1_021_0047,18.0
G5_车型1_021_0054,G5,oriented,120,40,120,40,40,60,18,1,LWH,车型1_021,G5#0174,G5_车型1_021_0053,0.0
G5_车型1_021_0055,G5,oriented,120,80,60,40,40,60,18,1,LWH,车型1_021,G5#0253,G5_车型1_021_0048,18.0
G5_车型1_021_0056,G5,oriented,120,80,120,40,40,60,18,1,LWH,车型1_021,G5#0200,G5_车型1_021_0055,0.0
G5_车型1_021_0057,G5,oriented,120,120,60,40,40,60,18,1,LWH,车型1_021,G5#0407,G5_车型1_021_0049,18.0
G5_车型1_021_0058,G5,oriented,120,120,120,40,40,60,18,1,LWH,车型1_021,G5#0131,G5_车型1_021_0057,0.0
G5_车型1_021_0059,G5,oriented,120,160,60,40,40,60,18,1,LWH,车型1_021,G5#0163,G5_车型1_021_0050,18.0
G5_车型1_021_0060,G5,oriented,120,160,120,40,40,60,18,1,LWH,车型1_021,G5#0135,G5_车型1_021_0059,0.0
G5_车型1_021_0061,G5,oriented,160,0,0,40,40,60,18,1,LWH,车型1_021,G5#0264,,18.0
G5_车型1_021_0062,G5,oriented,160,40,0,40,40,60,18,1,LWH,车型1_021,G5#0353,,18.0
G5_车型1_021_0063,G5,oriented,160,80,0,40,40,60,18,1,LWH,车型1_021,G5#0402,,18.0
G5_车型1_021_0064,G5,oriented,160,120,0,40,40,60,18,1,LWH,车型1_021,G5#0388,,18.0
G5_车型1_021_0065,G5,oriented,160,160,0,40,40,60,18,1,LWH,车型1_021,G5#0018,,18.0
G5_车型1_021_0066,G5,oriented,160,0,60,40,40,60,18,1,LWH,车型1_021,G5#0087,G5_车型1_021_0061,18.0
G5_车型1_021_0067,G5,oriented,160,0,120,40,40,60,18,1,LWH,车型1_021,G5#0457,G5_车型1_021_0066,0.0
G5_车型1_021_0068,G5,oriented,160,40,60,40,40,60,18,1,LWH,车型1_021,G5#0050,G5_车型1_021_0062,18.0
G5_车型1_021_0069,G5,oriented,160,40,120,40,40,60,18,1,LWH,车型1_021,G5#0197,G5_车型1_021_0068,0.0
G5_车型1_021_0070,G5,oriented,160,80,60,40,40,60,18,1,LWH,车型1_021,G5#0310,G5_车型1_021_0063,18.0
G5_车型1_021_0071,G5,oriented,160,80,120,40,40,60,18,1,LWH,车型1_021,G5#0487,G5_车型1_021_0070,0.0
G5_车型1_021_0072,G5,oriented,160,120,60,40,40,60,18,1,LWH,车型1_021,G5#0188,G5_车型1_021_0064,18.0
G5_车型1_021_0073,G5,oriented,160,120,120,40,40,60,18,1,LWH,车型1_021,G5#0262,G5_车型1_021_0072,0.0
G5_车型1_021_0074,G5,oriented,160,160,60,40,40,60,18,1,LWH,车型1_021,G5#0235,G5_车型1_021_0065,18.0
