item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_013_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_013,G3#0004,,0.0
G3_车型1_013_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_013,G3#0143,,0.0
G3_车型1_013_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_013,G3#0230,,0.0
G3_车型1_013_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_013,G3#0113,,0.0
G3_车型1_013_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_013,G3#0215,,0.0
G3_车型1_013_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_013,G3#0293,,0.0
G3_车型1_013_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_013,G3#0102,,0.0
G3_车型1_013_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_013,G3#0014,,0.0
G3_车型1_013_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_013,G3#0259,,0.0
G3_车型1_013_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_013,G3#0120,,0.0
G3_车型1_013_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_013,G3#0112,,0.0
G3_车型1_013_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_013,G3#0048,,0.0
G3_车型1_013_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_013,G3#0016,,0.0
G3_车型1_013_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_013,G3#0017,,0.0
G3_车型1_013_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_013,G3#0217,,0.0
G3_车型1_013_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_013,G3#0045,,0.0
G3_车型1_013_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_013,G3#0280,,0.0
G3_车型1_013_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_013,G3#0053,,0.0
G3_车型1_013_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_013,G3#0072,,0.0
G3_车型1_013_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_013,G3#0115,,0.0
G3_车型1_013_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_013,G3#0126,,0.0
G3_车型1_013_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_013,G3#0141,,0.0
G3_车型1_013_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_013,G3#0013,,0.0
