item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_012_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_012,G3#0266,,0.0
G3_车型1_012_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_012,G3#0148,,0.0
G3_车型1_012_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_012,G3#0186,,0.0
G3_车型1_012_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_012,G3#0151,,0.0
G3_车型1_012_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_012,G3#0041,,0.0
G3_车型1_012_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_012,G3#0194,,0.0
G3_车型1_012_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_012,G3#0064,,0.0
G3_车型1_012_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_012,G3#0236,,0.0
G3_车型1_012_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_012,G3#0023,,0.0
G3_车型1_012_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_012,G3#0136,,0.0
G3_车型1_012_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_012,G3#0177,,0.0
G3_车型1_012_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_012,G3#0184,,0.0
G3_车型1_012_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_012,G3#0050,,0.0
G3_车型1_012_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_012,G3#0195,,0.0
G3_车型1_012_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_012,G3#0288,,0.0
G3_车型1_012_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_012,G3#0294,,0.0
G3_车型1_012_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_012,G3#0173,,0.0
G3_车型1_012_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_012,G3#0111,,0.0
G3_车型1_012_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_012,G3#0080,,0.0
G3_车型1_012_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_012,G3#0278,,0.0
G3_车型1_012_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_012,G3#0175,,0.0
G3_车型1_012_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_012,G3#0291,,0.0
G3_车型1_012_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_012,G3#0082,,0.0
