item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_011_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_011,G3#0172,,0.0
G3_车型1_011_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_011,G3#0054,,0.0
G3_车型1_011_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_011,G3#0091,,0.0
G3_车型1_011_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_011,G3#0095,,0.0
G3_车型1_011_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_011,G3#0042,,0.0
G3_车型1_011_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_011,G3#0094,,0.0
G3_车型1_011_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_011,G3#0214,,0.0
G3_车型1_011_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_011,G3#0163,,0.0
G3_车型1_011_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_011,G3#0117,,0.0
G3_车型1_011_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_011,G3#0295,,0.0
G3_车型1_011_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_011,G3#0098,,0.0
G3_车型1_011_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_011,G3#0026,,0.0
G3_车型1_011_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_011,G3#0222,,0.0
G3_车型1_011_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_011,G3#0060,,0.0
G3_车型1_011_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_011,G3#0219,,0.0
G3_车型1_011_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_011,G3#0021,,0.0
G3_车型1_011_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_011,G3#0075,,0.0
G3_车型1_011_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_011,G3#0198,,0.0
G3_车型1_011_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_011,G3#0059,,0.0
G3_车型1_011_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_011,G3#0170,,0.0
G3_车型1_011_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_011,G3#0012,,0.0
G3_车型1_011_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_011,G3#0018,,0.0
G3_车型1_011_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_011,G3#0181,,0.0
