item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G5_车型1_022_0001,G5,oriented,0,0,0,40,40,60,18,1,LWH,车型1_022,G5#0234,,18.0
G5_车型1_022_0002,G5,oriented,0,40,0,40,40,60,18,1,LWH,车型1_022,G5#0278,,18.0
G5_车型1_022_0003,G5,oriented,0,80,0,40,40,60,18,1,LWH,车型1_022,G5#0360,,18.0
G5_车型1_022_0004,G5,oriented,0,120,0,40,40,60,18,1,LWH,车型1_022,G5#0199,,18.0
G5_车型1_022_0005,G5,oriented,0,160,0,40,40,60,18,1,LWH,车型1_022,G5#0349,,18.0
G5_车型1_022_0006,G5,oriented,0,0,60,40,40,60,18,1,LWH,车型1_022,G5#0344,G5_车型1_022_0001,18.0
G5_车型1_022_0007,G5,oriented,0,0,120,40,40,60,18,1,LWH,车型1_022,G5#0148,G5_车型1_022_0006,0.0
G5_车型1_022_0008,G5,oriented,0,40,60,40,40,60,18,1,LWH,车型1_022,G5#0406,G5_车型1_022_0002,18.0
G5_车型1_022_0009,G5,oriented,0,40,120,40,40,60,18,1,LWH,车型1_022,G5#0410,G5_车型1_022_0008,0.0
G5_车型1_022_0010,G5,oriented,0,80,60,40,40,60,18,1,LWH,车型1_022,G5#0283,G5_车型1_022_0003,18.0
G5_车型1_022_0011,G5,oriented,0,80,120,40,40,60,18,1,LWH,车型1_022,G5#0286,G5_车型1_022_0010,0.0
G5_车型1_022_0012,G5,oriented,0,120,60,40,40,60,18,1,LWH,车型1_022,G5#0429,G5_车型1_022_0004,18.0
G5_车型1_022_0013,G5,oriented,0,120,120,40,40,60,18,1,LWH,车型1_022,G5#0083,G5_车型1_022_0012,0.0
G5_车型1_022_0014,G5,oriented,0,160,60,40,40,60,18,1,LWH,车型1_022,G5#0307,G5_车型1_022_0005,18.0
G5_车型1_022_0015,G5,oriented,0,160,120,40,40,60,18,1,LWH,车型1_022,G5#0458,G5_车型1_022_0014,0.0
G5_车型1_022_0016,G5,oriented,40,0,0,40,40,60,18,1,LWH,车型1_022,G5#0154,,18.0
G5_车型1_022_0017,G5,oriented,40,40,0,40,40,60,18,1,LWH,车型1_022,G5#0495,,18.0
