item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,source_token,support_by,direct_supported_weight
G3_车型1_008_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型1_008,G3#0286,,0.0
G3_车型1_008_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型1_008,G3#0167,,0.0
G3_车型1_008_0003,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型1_008,G3#0275,,0.0
G3_车型1_008_0004,G3,fragile,50,0,0,50,70,40,15,2,WLH,车型1_008,G3#0099,,0.0
G3_车型1_008_0005,G3,fragile,50,70,0,50,70,40,15,2,WLH,车型1_008,G3#0201,,0.0
G3_车型1_008_0006,G3,fragile,50,140,0,50,70,40,15,2,WLH,车型1_008,G3#0153,,0.0
G3_车型1_008_0007,G3,fragile,100,0,0,50,70,40,15,2,WLH,车型1_008,G3#0109,,0.0
G3_车型1_008_0008,G3,fragile,100,70,0,50,70,40,15,2,WLH,车型1_008,G3#0258,,0.0
G3_车型1_008_0009,G3,fragile,100,140,0,50,70,40,15,2,WLH,车型1_008,G3#0161,,0.0
G3_车型1_008_0010,G3,fragile,150,0,0,50,70,40,15,2,WLH,车型1_008,G3#0040,,0.0
G3_车型1_008_0011,G3,fragile,150,70,0,50,70,40,15,2,WLH,车型1_008,G3#0029,,0.0
G3_车型1_008_0012,G3,fragile,150,140,0,50,70,40,15,2,WLH,车型1_008,G3#0299,,0.0
G3_车型1_008_0013,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_008,G3#0024,,0.0
G3_车型1_008_0014,G3,fragile,200,70,0,50,70,40,15,2,WLH,车型1_008,G3#0127,,0.0
G3_车型1_008_0015,G3,fragile,200,140,0,50,70,40,15,2,WLH,车型1_008,G3#0131,,0.0
G3_车型1_008_0016,G3,fragile,250,0,0,70,50,40,15,1,LWH,车型1_008,G3#0188,,0.0
G3_车型1_008_0017,G3,fragile,250,50,0,70,50,40,15,1,LWH,车型1_008,G3#0212,,0.0
G3_车型1_008_0018,G3,fragile,250,100,0,70,50,40,15,1,LWH,车型1_008,G3#0093,,0.0
G3_车型1_008_0019,G3,fragile,250,150,0,70,50,40,15,1,LWH,车型1_008,G3#0203,,0.0
G3_车型1_008_0020,G3,fragile,320,0,0,70,50,40,15,1,LWH,车型1_008,G3#0183,,0.0
G3_车型1_008_0021,G3,fragile,320,50,0,70,50,40,15,1,LWH,车型1_008,G3#0110,,0.0
G3_车型1_008_0022,G3,fragile,320,100,0,70,50,40,15,1,LWH,车型1_008,G3#0150,,0.0
G3_车型1_008_0023,G3,fragile,320,150,0,70,50,40,15,1,LWH,车型1_008,G3#0189,,0.0
