item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id
G2_021_0001,G2,standard,0,0,0,50,35,25,8,1,LWH,车型1_021
G2_021_0002,G2,standard,50,0,0,50,35,25,8,1,LWH,车型1_021
G2_021_0003,G2,standard,100,0,0,50,35,25,8,1,LWH,车型1_021
G4_021_0001,G4,oriented,150,0,0,80,60,50,25,1,LWH,车型1_021
G4_021_0002,G4,oriented,230,0,0,80,60,50,25,1,LWH,车型1_021
G4_021_0003,G4,oriented,310,0,0,80,60,50,25,1,LWH,车型1_021
G1_021_0001,G1,standard,390,0,0,30,60,40,12,5,HLW,车型1_021
G2_021_0004,G2,standard,0,60,0,50,35,25,8,1,LWH,车型1_021
G2_021_0005,G2,standard,50,60,0,50,35,25,8,1,LWH,车型1_021
G2_021_0006,G2,standard,100,60,0,50,35,25,8,1,LWH,车型1_021
G4_021_0004,G4,oriented,150,60,0,80,60,50,25,1,LWH,车型1_021
G4_021_0005,G4,oriented,230,60,0,80,60,50,25,1,LWH,车型1_021
G4_021_0006,G4,oriented,310,60,0,80,60,50,25,1,LWH,车型1_021
G1_021_0002,G1,standard,390,60,0,30,60,40,12,5,HLW,车型1_021
G2_021_0007,G2,standard,0,120,0,50,35,25,8,1,LWH,车型1_021
G2_021_0008,G2,standard,50,120,0,50,35,25,8,1,LWH,车型1_021
G2_021_0009,G2,standard,100,120,0,50,35,25,8,1,LWH,车型1_021
G4_021_0007,G4,oriented,150,120,0,80,60,50,25,1,LWH,车型1_021
G4_021_0008,G4,oriented,230,120,0,80,60,50,25,1,LWH,车型1_021
G4_021_0009,G4,oriented,310,120,0,80,60,50,25,1,LWH,车型1_021
G1_021_0003,G1,standard,390,120,0,30,60,40,12,5,HLW,车型1_021
G1_021_0004,G1,standard,0,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0005,G1,standard,60,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0006,G1,standard,120,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0007,G1,standard,180,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0008,G1,standard,240,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0009,G1,standard,300,180,0,60,30,40,12,2,LHW,车型1_021
G1_021_0010,G1,standard,360,180,0,60,30,40,12,2,LHW,车型1_021
G2_021_0010,G2,standard,0,0,50,50,35,25,8,1,LWH,车型1_021
G2_021_0011,G2,standard,50,0,50,50,35,25,8,1,LWH,车型1_021
G2_021_0012,G2,standard,100,0,50,50,35,25,8,1,LWH,车型1_021
G4_021_0010,G4,oriented,150,0,50,80,60,50,25,1,LWH,车型1_021
G1_021_0011,G1,standard,230,0,50,60,40,30,12,1,LWH,车型1_021
G1_021_0012,G1,standard,290,0,50,60,40,30,12,1,LWH,车型1_021
G1_021_0013,G1,standard,350,0,50,60,40,30,12,1,LWH,车型1_021
G2_021_0013,G2,standard,0,60,50,50,35,25,8,1,LWH,车型1_021
G2_021_0014,G2,standard,50,60,50,50,35,25,8,1,LWH,车型1_021
G2_021_0015,G2,standard,100,60,50,50,35,25,8,1,LWH,车型1_021
G1_021_0014,G1,standard,150,60,50,60,40,30,12,1,LWH,车型1_021
G1_021_0015,G1,standard,210,60,50,60,40,30,12,1,LWH,车型1_021
G1_021_0016,G1,standard,270,60,50,60,40,30,12,1,LWH,车型1_021
G1_021_0017,G1,standard,330,60,50,60,40,30,12,1,LWH,车型1_021
G1_021_0018,G1,standard,390,60,50,30,60,40,12,5,HLW,车型1_021
G2_021_0016,G2,standard,0,120,50,50,35,25,8,1,LWH,车型1_021
G2_021_0017,G2,standard,50,120,50,50,35,25,8,1,LWH,车型1_021
G2_021_0018,G2,standard,100,120,50,50,35,25,8,1,LWH,车型1_021
G1_021_0019,G1,standard,150,120,50,60,40,30,12,1,LWH,车型1_021
G1_021_0020,G1,standard,210,120,50,60,40,30,12,1,LWH,车型1_021
G1_021_0021,G1,standard,270,120,50,60,40,30,12,1,LWH,车型1_021
G1_021_0022,G1,standard,330,120,50,60,40,30,12,1,LWH,车型1_021
G1_021_0023,G1,standard,390,120,50,30,60,40,12,5,HLW,车型1_021
G1_021_0024,G1,standard,0,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0025,G1,standard,60,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0026,G1,standard,120,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0027,G1,standard,180,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0028,G1,standard,240,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0029,G1,standard,300,180,50,60,30,40,12,2,LHW,车型1_021
G1_021_0030,G1,standard,360,180,50,60,30,40,12,2,LHW,车型1_021
G2_021_0019,G2,standard,0,0,100,50,35,25,8,1,LWH,车型1_021
G2_021_0020,G2,standard,50,0,100,50,35,25,8,1,LWH,车型1_021
G2_021_0021,G2,standard,100,0,100,50,35,25,8,1,LWH,车型1_021
G2_021_0022,G2,standard,150,0,100,50,35,25,8,1,LWH,车型1_021
G1_021_0031,G1,standard,200,0,100,60,40,30,12,1,LWH,车型1_021
G1_021_0032,G1,standard,260,0,100,60,40,30,12,1,LWH,车型1_021
G1_021_0033,G1,standard,320,0,100,60,40,30,12,1,LWH,车型1_021
G1_021_0034,G1,standard,380,0,100,40,60,30,12,3,WLH,车型1_021
G2_021_0023,G2,standard,0,60,100,50,35,25,8,1,LWH,车型1_021
G2_021_0024,G2,standard,50,60,100,50,35,25,8,1,LWH,车型1_021
G2_021_0025,G2,standard,100,60,100,50,35,25,8,1,LWH,车型1_021
G2_021_0026,G2,standard,150,60,100,50,35,25,8,1,LWH,车型1_021
G1_021_0035,G1,standard,200,60,100,60,40,30,12,1,LWH,车型1_021
G1_021_0036,G1,standard,260,60,100,60,40,30,12,1,LWH,车型1_021
G1_021_0037,G1,standard,320,60,100,60,40,30,12,1,LWH,车型1_021
G1_021_0038,G1,standard,380,60,100,40,60,30,12,3,WLH,车型1_021
G2_021_0027,G2,standard,0,120,100,50,35,25,8,1,LWH,车型1_021
G2_021_0028,G2,standard,50,120,100,50,35,25,8,1,LWH,车型1_021
G2_021_0029,G2,standard,100,120,100,50,35,25,8,1,LWH,车型1_021
