item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P3_17米箱货_002_0001,P3,0,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0002,P3,0,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0003,P3,0,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0004,P3,0,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0005,P3,0,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0006,P3,0,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0007,P3,0,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0008,P3,0,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0009,P3,0,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0010,P3,318,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0011,P3,318,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0012,P3,318,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0013,P3,318,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0014,P3,318,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0015,P3,318,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0016,P3,318,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0017,P3,318,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0018,P3,318,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0019,P3,636,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0020,P3,636,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0021,P3,636,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0022,P3,636,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0023,P3,636,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0024,P3,636,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0025,P3,636,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0026,P3,636,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0027,P3,636,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0028,P3,954,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0029,P3,954,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0030,P3,954,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0031,P3,954,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0032,P3,954,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0033,P3,954,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0034,P3,954,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0035,P3,954,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0036,P3,954,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0037,P3,1272,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0038,P3,1272,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0039,P3,1272,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0040,P3,1272,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0041,P3,1272,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0042,P3,1272,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0043,P3,1272,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0044,P3,1272,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0045,P3,1272,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0046,P3,1590,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0047,P3,1590,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0048,P3,1590,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0049,P3,1590,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0050,P3,1590,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0051,P3,1590,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0052,P3,1590,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0053,P3,1590,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0054,P3,1590,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0055,P3,1908,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0056,P3,1908,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0057,P3,1908,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0058,P3,1908,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0059,P3,1908,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0060,P3,1908,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0061,P3,1908,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0062,P3,1908,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0063,P3,1908,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0064,P3,2226,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0065,P3,2226,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0066,P3,2226,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0067,P3,2226,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0068,P3,2226,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0069,P3,2226,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0070,P3,2226,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0071,P3,2226,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0072,P3,2226,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0073,P3,2544,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0074,P3,2544,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0075,P3,2544,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0076,P3,2544,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0077,P3,2544,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0078,P3,2544,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0079,P3,2544,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0080,P3,2544,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0081,P3,2544,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0082,P3,2862,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0083,P3,2862,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0084,P3,2862,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0085,P3,2862,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0086,P3,2862,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0087,P3,2862,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0088,P3,2862,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0089,P3,2862,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0090,P3,2862,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0091,P3,3180,0,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0092,P3,3180,265,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0093,P3,3180,530,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0094,P3,3180,795,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0095,P3,3180,1060,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0096,P3,3180,1325,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0097,P3,3180,1590,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0098,P3,3180,1855,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0099,P3,3180,2120,0,318,265,380,1,LWH,17米箱货_002
P3_17米箱货_002_0100,P3,3498,0,0,318,265,380,1,LWH,17米箱货_002
P1_17米箱货_002_0001,P1,3498,265,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0002,P1,3498,566,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0003,P1,3498,867,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0004,P1,3498,1168,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0005,P1,3498,1469,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0006,P1,3498,1770,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0007,P1,3498,2071,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0008,P1,3816,0,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0009,P1,3816,301,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0010,P1,3816,602,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0011,P1,3816,903,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0012,P1,3816,1204,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0013,P1,3816,1505,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0014,P1,3816,1806,0,301,301,347,1,LWH,17米箱货_002
P1_17米箱货_002_0015,P1,3816,2107,0,301,301,347,1,LWH,17米箱货_002
