item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P2_4.2米箱货_006_0001,P2,0,0,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0002,P2,0,238,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0003,P2,0,476,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0004,P2,0,714,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0005,P2,0,952,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0006,P2,0,1190,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0007,P2,0,1428,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0008,P2,347,0,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0009,P2,347,238,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0010,P2,347,476,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0011,P2,347,714,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0012,P2,347,952,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0013,P2,347,1190,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0014,P2,347,1428,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0015,P2,694,0,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0016,P2,694,238,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0017,P2,694,476,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0018,P2,694,714,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0019,P2,694,952,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0020,P2,694,1190,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0021,P2,694,1428,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0022,P2,1041,0,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0023,P2,1041,238,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0024,P2,1041,476,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0025,P2,1041,714,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0026,P2,1041,952,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0027,P2,1041,1190,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0028,P2,1041,1428,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0029,P2,1388,0,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0030,P2,1388,238,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0031,P2,1388,476,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0032,P2,1388,714,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0033,P2,1388,952,0,347,238,320,1,LWH,4.2米箱货_006
P2_4.2米箱货_006_0034,P2,1388,1190,0,347,238,320,1,LWH,4.2米箱货_006
