item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P1_4.2米箱货_005_0001,P1,0,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0002,P1,0,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0003,P1,0,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0004,P1,0,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0005,P1,0,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0006,P1,0,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0007,P1,301,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0008,P1,301,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0009,P1,301,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0010,P1,301,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0011,P1,301,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0012,P1,301,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0013,P1,602,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0014,P1,602,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0015,P1,602,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0016,P1,602,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0017,P1,602,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0018,P1,602,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0019,P1,903,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0020,P1,903,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0021,P1,903,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0022,P1,903,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0023,P1,903,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0024,P1,903,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0025,P1,1204,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0026,P1,1204,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0027,P1,1204,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0028,P1,1204,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0029,P1,1204,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0030,P1,1204,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0031,P1,1505,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0032,P1,1505,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0033,P1,1505,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0034,P1,1505,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0035,P1,1505,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0036,P1,1505,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0037,P1,1806,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0038,P1,1806,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0039,P1,1806,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0040,P1,1806,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0041,P1,1806,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0042,P1,1806,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0043,P1,2107,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0044,P1,2107,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0045,P1,2107,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0046,P1,2107,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0047,P1,2107,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0048,P1,2107,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0049,P1,2408,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0050,P1,2408,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0051,P1,2408,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0052,P1,2408,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0053,P1,2408,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0054,P1,2408,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0055,P1,2709,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0056,P1,2709,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0057,P1,2709,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0058,P1,2709,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0059,P1,2709,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0060,P1,2709,1505,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0061,P1,3010,0,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0062,P1,3010,301,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0063,P1,3010,602,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0064,P1,3010,903,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0065,P1,3010,1204,0,301,301,347,1,LWH,4.2米箱货_005
P1_4.2米箱货_005_0066,P1,3010,1505,0,301,301,347,1,LWH,4.2米箱货_005
