item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight
G3_车型2_012_0001,G3,fragile,0,0,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0002,G3,fragile,0,70,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0003,G3,fragile,50,0,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0004,G3,fragile,50,50,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0005,G3,fragile,50,100,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0006,G3,fragile,0,140,0,50,70,40,15,2,WLH,车型2_012,,0.0
G5_车型2_012_0001,G5,oriented,50,170,0,40,40,60,18,1,LWH,车型2_012,,18.0
G2_车型2_012_0001,G2,standard,50,210,0,35,25,50,8,4,WHL,车型2_012,,8.0
G2_车型2_012_0002,G2,standard,0,210,0,50,35,25,8,1,LWH,车型2_012,,12.0
G3_车型2_012_0007,G3,fragile,120,0,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0008,G3,fragile,120,70,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0009,G3,fragile,120,140,0,50,70,40,15,2,WLH,车型2_012,,0.0
G2_车型2_012_0003,G2,standard,120,210,0,50,35,25,8,1,LWH,车型2_012,,12.0
G3_车型2_012_0010,G3,fragile,170,0,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0011,G3,fragile,240,0,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0012,G3,fragile,170,50,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0013,G3,fragile,240,50,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0014,G3,fragile,170,120,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0015,G3,fragile,240,100,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0016,G3,fragile,240,170,0,50,70,40,15,2,WLH,车型2_012,,0.0
G1_车型2_012_0001,G1,standard,170,190,0,40,30,60,12,4,WHL,车型2_012,,12.0
G2_车型2_012_0004,G2,standard,170,220,0,35,25,50,8,4,WHL,车型2_012,,8.0
G4_车型2_012_0001,G4,oriented,310,0,0,80,60,50,25,1,LWH,车型2_012,,25.0
G3_车型2_012_0017,G3,fragile,310,60,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0018,G3,fragile,310,110,0,50,70,40,15,2,WLH,车型2_012,,0.0
G5_车型2_012_0002,G5,oriented,310,180,0,40,40,60,18,1,LWH,车型2_012,,18.0
G3_车型2_012_0019,G3,fragile,390,0,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0020,G3,fragile,440,0,0,70,50,40,15,1,LWH,车型2_012,,0.0
G2_车型2_012_0005,G2,standard,310,220,0,35,25,50,8,4,WHL,车型2_012,,8.0
G3_车型2_012_0021,G3,fragile,440,50,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0022,G3,fragile,440,100,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0023,G3,fragile,440,150,0,70,50,40,15,1,LWH,车型2_012,,0.0
G1_车型2_012_0002,G1,standard,440,200,0,60,40,30,12,1,LWH,车型2_012,,18.0
G3_车型2_012_0024,G3,fragile,390,70,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0025,G3,fragile,390,140,0,50,70,40,15,2,WLH,车型2_012,,0.0
G1_车型2_012_0003,G1,standard,390,210,0,40,30,60,12,4,WHL,车型2_012,,12.0
G4_车型2_012_0002,G4,oriented,510,0,0,80,60,50,25,1,LWH,车型2_012,,25.0
G3_车型2_012_0026,G3,fragile,510,60,0,50,70,40,15,2,WLH,车型2_012,,0.0
G3_车型2_012_0027,G3,fragile,590,0,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0028,G3,fragile,590,50,0,70,50,40,15,1,LWH,车型2_012,,0.0
G3_车型2_012_0029,G3,fragile,510,130,0,50,70,40,15,2,WLH,车型2_012,,0.0
G1_车型2_012_0004,G1,standard,510,200,0,40,30,60,12,4,WHL,车型2_012,,12.0
G1_车型2_012_0005,G1,standard,560,60,0,30,60,40,12,5,HLW,车型2_012,,12.0
G1_车型2_012_0006,G1,standard,560,120,0,30,60,40,12,5,HLW,车型2_012,,12.0
G1_车型2_012_0007,G1,standard,560,180,0,30,60,40,12,5,HLW,车型2_012,,12.0
G3_车型2_012_0030,G3,fragile,590,100,0,70,50,40,15,1,LWH,车型2_012,,0.0
G5_车型2_012_0003,G5,oriented,590,150,0,40,40,60,18,1,LWH,车型2_012,,18.0
G1_车型2_012_0008,G1,standard,590,190,0,40,30,60,12,4,WHL,车型2_012,,12.0
G1_车型2_012_0009,G1,standard,630,150,0,30,60,40,12,5,HLW,车型2_012,,12.0
G2_车型2_012_0006,G2,standard,630,210,0,25,35,50,8,6,HWL,车型2_012,,8.0
G1_车型2_012_0010,G1,standard,170,190,60,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0001,12.0
G1_车型2_012_0011,G1,standard,170,190,120,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0010,12.0
G1_车型2_012_0012,G1,standard,170,190,180,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0011,0.0
G1_车型2_012_0013,G1,standard,590,190,60,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0008,12.0
G1_车型2_012_0014,G1,standard,590,190,120,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0013,12.0
G1_车型2_012_0015,G1,standard,590,190,180,40,30,60,12,4,WHL,车型2_012,G1_车型2_012_0014,0.0
