item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight
G4_车型1_002_0001,G4,oriented,0,0,0,80,60,50,25,1,LWH,车型1_002,,25.0
G3_车型1_002_0001,G3,fragile,0,60,0,70,50,40,15,1,LWH,车型1_002,,0.0
G1_车型1_002_0001,G1,standard,0,110,0,30,40,60,12,6,HWL,车型1_002,,12.0
G2_车型1_002_0001,G2,standard,0,150,0,25,35,50,8,6,HWL,车型1_002,,8.0
G1_车型1_002_0002,G1,standard,30,110,0,30,40,60,12,6,HWL,车型1_002,,12.0
G1_车型1_002_0003,G1,standard,30,150,0,30,40,60,12,6,HWL,车型1_002,,12.0
G5_车型1_002_0001,G5,oriented,80,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G1_车型1_002_0004,G1,standard,80,40,0,30,40,60,12,6,HWL,车型1_002,,12.0
G1_车型1_002_0005,G1,standard,80,80,0,30,60,40,12,5,HLW,车型1_002,,12.0
G2_车型1_002_0002,G2,standard,80,140,0,25,35,50,8,6,HWL,车型1_002,,8.0
G1_车型1_002_0006,G1,standard,120,0,0,40,60,30,12,3,WLH,车型1_002,,18.0
G5_车型1_002_0002,G5,oriented,120,60,0,40,40,60,18,1,LWH,车型1_002,,18.0
G5_车型1_002_0003,G5,oriented,120,100,0,40,40,60,18,1,LWH,车型1_002,,18.0
G1_车型1_002_0007,G1,standard,120,140,0,30,60,40,12,5,HLW,车型1_002,,12.0
G5_车型1_002_0004,G5,oriented,160,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G2_车型1_002_0003,G2,standard,80,175,0,25,35,50,8,6,HWL,车型1_002,,8.0
G1_车型1_002_0008,G1,standard,160,40,0,40,60,30,12,3,WLH,车型1_002,,18.0
G5_车型1_002_0005,G5,oriented,160,100,0,40,40,60,18,1,LWH,车型1_002,,18.0
G1_车型1_002_0009,G1,standard,160,140,0,30,40,60,12,6,HWL,车型1_002,,12.0
G3_车型1_002_0002,G3,fragile,200,0,0,50,70,40,15,2,WLH,车型1_002,,0.0
G3_车型1_002_0003,G3,fragile,250,0,0,50,70,40,15,2,WLH,车型1_002,,0.0
