item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight
G3_车型1_002_0001,G3,fragile,0,0,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0002,G3,fragile,0,50,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0003,G3,fragile,0,100,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0004,G3,fragile,0,150,0,70,50,40,15,1,LWH,车型1_002,,0.0
G5_车型1_002_0001,G5,oriented,70,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0005,G3,fragile,70,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0006,G3,fragile,70,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0001,G1,standard,70,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0002,G5,oriented,110,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0007,G3,fragile,110,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0008,G3,fragile,110,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0002,G1,standard,110,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0003,G5,oriented,150,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0009,G3,fragile,150,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0010,G3,fragile,150,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0003,G1,standard,150,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0004,G5,oriented,190,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0011,G3,fragile,190,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0012,G3,fragile,190,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0004,G1,standard,190,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0005,G5,oriented,230,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0013,G3,fragile,230,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0014,G3,fragile,230,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0005,G1,standard,230,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0006,G5,oriented,270,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0015,G3,fragile,270,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0016,G3,fragile,270,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0006,G1,standard,270,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G5_车型1_002_0007,G5,oriented,310,0,0,40,40,60,18,1,LWH,车型1_002,,18.0
G3_车型1_002_0017,G3,fragile,310,40,0,40,70,50,15,5,HLW,车型1_002,,0.0
G3_车型1_002_0018,G3,fragile,310,110,0,40,70,50,15,5,HLW,车型1_002,,0.0
G1_车型1_002_0007,G1,standard,310,180,0,40,30,60,12,4,WHL,车型1_002,,12.0
G3_车型1_002_0019,G3,fragile,350,0,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0020,G3,fragile,350,50,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0021,G3,fragile,350,100,0,70,50,40,15,1,LWH,车型1_002,,0.0
G3_车型1_002_0022,G3,fragile,350,150,0,70,50,40,15,1,LWH,车型1_002,,0.0
G5_车型1_002_0008,G5,oriented,70,0,60,40,40,60,18,1,LWH,车型1_002,G5_车型1_002_0001,18.0
G5_车型1_002_0009,G5,oriented,70,0,120,40,40,60,18,1,LWH,车型1_002,G5_车型1_002_0008,0.0
G5_车型1_002_0010,G5,oriented,110,0,60,40,40,60,18,1,LWH,车型1_002,G5_车型1_002_0002,18.0
G5_车型1_002_0011,G5,oriented,110,0,120,40,40,60,18,1,LWH,车型1_002,G5_车型1_002_0010,0.0
G5_车型1_002_0012,G5,oriented,150,0,60,40,40,60,18,1,LWH,车型1_002,G5_车型1_002_0003,18.0
