item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P2_超高柜_003_0001,P2,0,0,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0002,P2,0,238,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0003,P2,0,476,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0004,P2,0,714,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0005,P2,0,952,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0006,P2,0,1190,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0007,P2,0,1428,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0008,P2,0,1666,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0009,P2,0,1904,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0010,P2,347,0,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0011,P2,347,238,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0012,P2,347,476,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0013,P2,347,714,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0014,P2,347,952,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0015,P2,347,1190,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0016,P2,347,1428,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0017,P2,347,1666,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0018,P2,347,1904,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0019,P2,694,0,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0020,P2,694,238,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0021,P2,694,476,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0022,P2,694,714,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0023,P2,694,952,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0024,P2,694,1190,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0025,P2,694,1428,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0026,P2,694,1666,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0027,P2,694,1904,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0028,P2,1041,0,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0029,P2,1041,238,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0030,P2,1041,476,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0031,P2,1041,714,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0032,P2,1041,952,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0033,P2,1041,1190,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0034,P2,1041,1428,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0035,P2,1041,1666,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0036,P2,1041,1904,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0037,P2,1388,0,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0038,P2,1388,238,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0039,P2,1388,476,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0040,P2,1388,714,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0041,P2,1388,952,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0042,P2,1388,1190,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0043,P2,1388,1428,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0044,P2,1388,1666,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0045,P2,1388,1904,0,347,238,320,1,LWH,超高柜_003
P2_超高柜_003_0046,P2,1735,0,0,347,238,320,1,LWH,超高柜_003
