type_id,product_name,x,y,z,length,width,height,orientation_id,rotation
P3,4L*4,0,0,0,380,318,265,5,HLW
P3,4L*4,0,318,0,380,318,265,5,HLW
P3,4L*4,0,636,0,380,318,265,5,HLW
P3,4L*4,0,954,0,380,318,265,5,HLW
P3,4L*4,0,1272,0,380,318,265,5,HLW
P3,4L*4,0,1590,0,380,318,265,5,HLW
P3,4L*4,0,1908,0,380,318,265,5,HLW
P3,4L*4,0,2226,0,380,265,318,6,HWL
P3,4L*4,380,0,0,380,318,265,5,HLW
P3,4L*4,380,318,0,380,318,265,5,HLW
P3,4L*4,380,636,0,380,318,265,5,HLW
P3,4L*4,380,954,0,380,318,265,5,HLW
P3,4L*4,380,1272,0,380,318,265,5,HLW
P3,4L*4,380,1590,0,380,318,265,5,HLW
P3,4L*4,380,1908,0,380,318,265,5,HLW
P3,4L*4,380,2226,0,380,265,318,6,HWL
P3,4L*4,760,0,0,380,318,265,5,HLW
P3,4L*4,760,318,0,380,318,265,5,HLW
P3,4L*4,760,636,0,380,318,265,5,HLW
P3,4L*4,760,954,0,380,318,265,5,HLW
P3,4L*4,760,1272,0,380,318,265,5,HLW
P3,4L*4,760,1590,0,380,318,265,5,HLW
P3,4L*4,760,1908,0,380,318,265,5,HLW
P3,4L*4,760,2226,0,380,265,318,6,HWL
P3,4L*4,1140,0,0,380,318,265,5,HLW
P3,4L*4,1140,318,0,380,318,265,5,HLW
P3,4L*4,1140,636,0,380,318,265,5,HLW
P3,4L*4,1140,954,0,380,318,265,5,HLW
P3,4L*4,1140,1272,0,380,318,265,5,HLW
P3,4L*4,1140,1590,0,380,318,265,5,HLW
P3,4L*4,1140,1908,0,380,318,265,5,HLW
P3,4L*4,1140,2226,0,380,265,318,6,HWL
P3,4L*4,1520,0,0,380,318,265,5,HLW
P3,4L*4,1520,318,0,380,318,265,5,HLW
P3,4L*4,1520,636,0,380,318,265,5,HLW
P3,4L*4,1520,954,0,380,318,265,5,HLW
P3,4L*4,1520,1272,0,380,318,265,5,HLW
P3,4L*4,1520,1590,0,380,318,265,5,HLW
P3,4L*4,1520,1908,0,380,318,265,5,HLW
P3,4L*4,1520,2226,0,380,265,318,6,HWL
P3,4L*4,1900,0,0,380,318,265,5,HLW
P3,4L*4,1900,318,0,380,318,265,5,HLW
P3,4L*4,1900,636,0,380,318,265,5,HLW
P3,4L*4,1900,954,0,380,318,265,5,HLW
P3,4L*4,1900,1272,0,380,318,265,5,HLW
P3,4L*4,1900,1590,0,380,318,265,5,HLW
P3,4L*4,1900,1908,0,380,318,265,5,HLW
P3,4L*4,1900,2226,0,380,265,318,6,HWL
P3,4L*4,2280,0,0,380,318,265,5,HLW
P3,4L*4,2280,318,0,380,318,265,5,HLW
P3,4L*4,2280,636,0,380,318,265,5,HLW
P3,4L*4,2280,954,0,380,318,265,5,HLW
P3,4L*4,2280,1272,0,380,318,265,5,HLW
P3,4L*4,2280,1590,0,380,318,265,5,HLW
P3,4L*4,2280,1908,0,380,318,265,5,HLW
P3,4L*4,2280,2226,0,380,265,318,6,HWL
P3,4L*4,2660,0,0,380,318,265,5,HLW
P3,4L*4,2660,318,0,380,318,265,5,HLW
P3,4L*4,2660,636,0,380,318,265,5,HLW
P3,4L*4,2660,954,0,380,318,265,5,HLW
P3,4L*4,2660,1272,0,380,318,265,5,HLW
P3,4L*4,2660,1590,0,380,318,265,5,HLW
P6,8L*2,2660,1908,0,370,435,226,5,HLW
P3,4L*4,3040,0,0,380,318,265,5,HLW
P3,4L*4,3040,318,0,380,318,265,5,HLW
P3,4L*4,3040,636,0,380,318,265,5,HLW
P3,4L*4,3040,954,0,380,318,265,5,HLW
P3,4L*4,3040,1272,0,380,318,265,5,HLW
P8,20L(软),3040,1590,0,306,495,178,2,LHW
P1,3.68L*4,3040,2085,0,301,347,301,2,LHW
P3,4L*4,3420,0,0,380,318,265,5,HLW
P3,4L*4,3420,318,0,380,318,265,5,HLW
P3,4L*4,3420,636,0,380,318,265,5,HLW
P8,20L(软),3420,954,0,306,495,178,2,LHW
P8,20L(软),3420,1449,0,306,495,178,2,LHW
P8,20L(软),3420,1944,0,306,495,178,2,LHW
P7,10L*2,3800,0,0,430,225,438,6,HWL
P7,10L*2,3800,0,438,430,225,438,6,HWL
P7,10L*2,3800,0,876,430,225,438,6,HWL
P7,10L*2,3800,0,1314,430,225,438,6,HWL
P7,10L*2,3800,0,1752,430,225,438,6,HWL
P3,4L*4,3800,225,0,380,318,265,5,HLW
P3,4L*4,3800,543,0,380,318,265,5,HLW
P3,4L*4,3800,861,0,380,318,265,5,HLW
P4,5L*4(异形瓶),3800,1179,0,345,395,345,2,LHW
P4,5L*4(异形瓶),3800,1574,0,345,395,345,2,LHW
P4,5L*4(异形瓶),3800,1969,0,345,395,345,2,LHW
P6,8L*2,4230,0,0,226,370,435,4,WHL
P6,8L*2,4230,370,0,226,435,370,3,WLH
P7,10L*2,4230,805,0,225,430,438,4,WHL
P7,10L*2,4230,1235,0,225,430,438,4,WHL
P7,10L*2,4230,1665,0,225,430,438,4,WHL
P8,20L(软),4230,2095,0,178,306,495,3,WLH
P8,20L(软),4230,2095,495,178,306,495,3,WLH
P8,20L(软),4230,2095,990,178,306,495,3,WLH
P8,20L(软),4230,2095,1485,178,306,495,3,WLH
P6,8L*2,4456,0,0,226,370,435,4,WHL
P6,8L*2,4456,370,0,226,435,370,3,WLH
P6,8L*2,4456,805,0,226,435,370,3,WLH
P7,10L*2,4456,1240,0,225,430,438,4,WHL
P7,10L*2,4456,1670,0,225,430,438,4,WHL
P8,20L(软),4456,2100,0,178,306,495,3,WLH
P8,20L(软),4456,2100,495,178,306,495,3,WLH
P8,20L(软),4456,2100,990,178,306,495,3,WLH
P8,20L(软),4456,2100,1485,178,306,495,3,WLH
P3,4L*4,4682,0,0,380,318,265,5,HLW
P3,4L*4,4682,318,0,380,318,265,5,HLW
P3,4L*4,4682,636,0,380,318,265,5,HLW
P4,5L*4(异形瓶),4682,954,0,345,395,345,2,LHW
P4,5L*4(异形瓶),4682,1349,0,345,395,345,2,LHW
P4,5L*4(异形瓶),4682,1744,0,345,395,345,2,LHW
P4,5L*4(异形瓶),4682,2139,0,345,345,395,1,LWH
P6,8L*2,5062,0,0,226,370,435,4,WHL
P6,8L*2,5062,370,0,226,435,370,3,WLH
P7,10L*2,5062,805,0,225,430,438,4,WHL
P7,10L*2,5062,1235,0,225,430,438,4,WHL
P7,10L*2,5062,1665,0,225,430,438,4,WHL
P8,20L(软),5062,2095,0,178,306,495,3,WLH
P8,20L(软),5062,2095,495,178,306,495,3,WLH
P8,20L(软),5062,2095,990,178,306,495,3,WLH
P8,20L(软),5062,2095,1485,178,306,495,3,WLH
P3,4L*4,5288,0,0,380,318,265,5,HLW
P3,4L*4,5288,318,0,380,318,265,5,HLW
P5,5L*4(常规品),5288,636,0,323,385,322,2,LHW
P5,5L*4(常规品),5288,1021,0,323,385,322,2,LHW
P5,5L*4(常规品),5288,1406,0,323,385,322,2,LHW
P5,5L*4(常规品),5288,1791,0,323,385,322,2,LHW
P6,8L*2,5668,0,0,226,370,435,4,WHL
P6,8L*2,5668,370,0,226,435,370,3,WLH
P6,8L*2,5668,805,0,226,435,370,3,WLH
P7,10L*2,5668,1240,0,225,430,438,4,WHL
P7,10L*2,5668,1670,0,225,430,438,4,WHL
P8,20L(软),5668,2100,0,178,306,495,3,WLH
P8,20L(软),5668,2100,495,178,306,495,3,WLH
P8,20L(软),5668,2100,990,178,306,495,3,WLH
P8,20L(软),5668,2100,1485,178,306,495,3,WLH
P3,4L*4,5894,0,0,380,318,265,5,HLW
P3,4L*4,5894,318,0,380,318,265,5,HLW
P3,4L*4,5894,636,0,380,318,265,5,HLW
P4,5L*4(异形瓶),5894,954,0,345,395,345,2,LHW
P4,5L*4(异形瓶),5894,1349,0,345,395,345,2,LHW
P4,5L*4(异形瓶),5894,1744,0,345,395,345,2,LHW
P4,5L*4(异形瓶),5894,2139,0,345,345,395,1,LWH
P2,1.8L*6,6274,0,0,320,347,238,5,HLW
P1,3.68L*4,6274,347,0,301,347,301,2,LHW
P1,3.68L*4,6274,694,0,301,347,301,2,LHW
P1,3.68L*4,6274,1041,0,301,347,301,2,LHW
P6,8L*2,6274,1388,0,226,435,370,3,WLH
