type_id,product_name,x,y,z,length,width,height,orientation_id,rotation
P7,10L*2,0,0,0,430,225,438,6,HWL
P7,10L*2,0,0,438,430,225,438,6,HWL
P7,10L*2,0,0,876,430,225,438,6,HWL
P7,10L*2,0,0,1314,430,225,438,6,HWL
P7,10L*2,0,0,1752,430,225,438,6,HWL
P8,20L(软),0,225,0,306,495,178,2,LHW
P8,20L(软),0,720,0,306,495,178,2,LHW
P8,20L(软),0,1215,0,306,495,178,2,LHW
P8,20L(软),0,1710,0,306,495,178,2,LHW
P8,20L(软),0,2205,0,306,178,495,1,LWH
P8,20L(软),0,2205,495,306,178,495,1,LWH
P8,20L(软),0,2205,990,306,178,495,1,LWH
P8,20L(软),0,2205,1485,306,178,495,1,LWH
P6,8L*2,430,0,0,370,226,435,6,HWL
P6,8L*2,430,0,435,370,226,435,6,HWL
P6,8L*2,430,0,870,370,226,435,6,HWL
P6,8L*2,430,0,1305,370,226,435,6,HWL
P6,8L*2,430,0,1740,370,226,435,6,HWL
P5,5L*4(常规品),430,226,0,323,385,322,2,LHW
P5,5L*4(常规品),430,611,0,323,385,322,2,LHW
P5,5L*4(常规品),430,996,0,323,385,322,2,LHW
P5,5L*4(常规品),430,1381,0,323,385,322,2,LHW
P5,5L*4(常规品),430,1766,0,323,385,322,2,LHW
P5,5L*4(常规品),430,2151,0,323,322,385,1,LWH
P5,5L*4(常规品),430,2151,385,323,322,385,1,LWH
P5,5L*4(常规品),430,2151,770,323,322,385,1,LWH
P5,5L*4(常规品),430,2151,1155,323,322,385,1,LWH
P5,5L*4(常规品),430,2151,1540,323,322,385,1,LWH
P7,10L*2,800,0,0,430,225,438,6,HWL
P7,10L*2,800,0,438,430,225,438,6,HWL
P7,10L*2,800,0,876,430,225,438,6,HWL
P7,10L*2,800,0,1314,430,225,438,6,HWL
P7,10L*2,800,0,1752,430,225,438,6,HWL
P4,5L*4(异形瓶),800,225,0,395,345,345,3,HLW
P4,5L*4(异形瓶),800,570,0,395,345,345,3,HLW
P4,5L*4(异形瓶),800,915,0,395,345,345,3,HLW
P4,5L*4(异形瓶),800,1260,0,395,345,345,3,HLW
P4,5L*4(异形瓶),800,1605,0,395,345,345,3,HLW
