type_id,product_name,x,y,z,length,width,height,orientation_id,rotation
P3,4L*4,0,0,0,265,318,380,3,WLH
P3,4L*4,0,318,0,265,318,380,3,WLH
P3,4L*4,0,636,0,265,318,380,3,WLH
P3,4L*4,0,954,0,265,318,380,3,WLH
P3,4L*4,0,1272,0,265,318,380,3,WLH
P3,4L*4,0,1590,0,265,318,380,3,WLH
P3,4L*4,0,0,380,265,318,380,3,WLH
P3,4L*4,0,0,760,265,318,380,3,WLH
P3,4L*4,0,0,1140,265,318,380,3,WLH
P3,4L*4,0,0,1520,265,318,380,3,WLH
P3,4L*4,0,318,380,265,318,380,3,WLH
P3,4L*4,0,318,760,265,318,380,3,WLH
P3,4L*4,0,318,1140,265,318,380,3,WLH
P3,4L*4,0,318,1520,265,318,380,3,WLH
P3,4L*4,0,636,380,265,318,380,3,WLH
P3,4L*4,0,636,760,265,318,380,3,WLH
P3,4L*4,0,636,1140,265,318,380,3,WLH
P3,4L*4,0,636,1520,265,318,380,3,WLH
P3,4L*4,0,954,380,265,318,380,3,WLH
P3,4L*4,0,954,760,265,318,380,3,WLH
P3,4L*4,0,954,1140,265,318,380,3,WLH
P3,4L*4,0,954,1520,265,318,380,3,WLH
P3,4L*4,0,1272,380,265,318,380,3,WLH
P3,4L*4,0,1272,760,265,318,380,3,WLH
P3,4L*4,0,1272,1140,265,318,380,3,WLH
P3,4L*4,0,1272,1520,265,318,380,3,WLH
P3,4L*4,0,1590,380,265,318,380,3,WLH
P3,4L*4,0,1590,760,265,318,380,3,WLH
P3,4L*4,0,1590,1140,265,318,380,3,WLH
P3,4L*4,0,1590,1520,265,318,380,3,WLH
P3,4L*4,265,0,0,265,318,380,3,WLH
P3,4L*4,265,318,0,265,318,380,3,WLH
P3,4L*4,265,636,0,265,318,380,3,WLH
P3,4L*4,265,954,0,265,318,380,3,WLH
P3,4L*4,265,1272,0,265,318,380,3,WLH
P3,4L*4,265,1590,0,265,318,380,3,WLH
P3,4L*4,265,0,380,265,318,380,3,WLH
P3,4L*4,265,0,760,265,318,380,3,WLH
P3,4L*4,265,0,1140,265,318,380,3,WLH
P3,4L*4,265,0,1520,265,318,380,3,WLH
P3,4L*4,265,318,380,265,318,380,3,WLH
P3,4L*4,265,318,760,265,318,380,3,WLH
P3,4L*4,265,318,1140,265,318,380,3,WLH
P3,4L*4,265,318,1520,265,318,380,3,WLH
P3,4L*4,265,636,380,265,318,380,3,WLH
P3,4L*4,265,636,760,265,318,380,3,WLH
P3,4L*4,265,636,1140,265,318,380,3,WLH
P3,4L*4,265,636,1520,265,318,380,3,WLH
P3,4L*4,265,954,380,265,318,380,3,WLH
P3,4L*4,265,954,760,265,318,380,3,WLH
P3,4L*4,265,954,1140,265,318,380,3,WLH
P3,4L*4,265,954,1520,265,318,380,3,WLH
P3,4L*4,265,1272,380,265,318,380,3,WLH
P3,4L*4,265,1272,760,265,318,380,3,WLH
P3,4L*4,265,1272,1140,265,318,380,3,WLH
P3,4L*4,265,1272,1520,265,318,380,3,WLH
P3,4L*4,265,1590,380,265,318,380,3,WLH
P3,4L*4,265,1590,760,265,318,380,3,WLH
P3,4L*4,265,1590,1140,265,318,380,3,WLH
P3,4L*4,265,1590,1520,265,318,380,3,WLH
P3,4L*4,530,0,0,265,318,380,3,WLH
P3,4L*4,530,318,0,265,318,380,3,WLH
P3,4L*4,530,636,0,265,318,380,3,WLH
P3,4L*4,530,954,0,265,318,380,3,WLH
P7,10L*2,530,1272,0,225,438,430,3,WLH
P7,10L*2,530,1272,430,225,438,430,3,WLH
P7,10L*2,530,1272,860,225,438,430,3,WLH
P7,10L*2,530,1272,1290,225,438,430,3,WLH
P3,4L*4,530,0,380,265,318,380,3,WLH
P3,4L*4,530,0,760,265,318,380,3,WLH
P3,4L*4,530,0,1140,265,318,380,3,WLH
P3,4L*4,530,0,1520,265,318,380,3,WLH
P3,4L*4,530,318,380,265,318,380,3,WLH
P3,4L*4,530,318,760,265,318,380,3,WLH
P3,4L*4,530,318,1140,265,318,380,3,WLH
P3,4L*4,530,318,1520,265,318,380,3,WLH
P3,4L*4,530,636,380,265,318,380,3,WLH
P3,4L*4,530,636,760,265,318,380,3,WLH
P3,4L*4,530,636,1140,265,318,380,3,WLH
P3,4L*4,530,636,1520,265,318,380,3,WLH
P3,4L*4,530,954,380,265,318,380,3,WLH
P3,4L*4,530,954,760,265,318,380,3,WLH
