record_type,item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight,template_name
item,G3_车型2_005_0001,G3,fragile,0,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0002,G3,fragile,0,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0003,G3,fragile,0,100,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0004,G3,fragile,70,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0005,G3,fragile,70,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0006,G3,fragile,70,100,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0007,G3,fragile,140,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0008,G3,fragile,140,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0009,G3,fragile,140,100,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0010,G3,fragile,210,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0011,G3,fragile,210,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0012,G3,fragile,210,100,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0013,G3,fragile,280,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0014,G3,fragile,280,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0015,G3,fragile,350,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0016,G3,fragile,350,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0017,G3,fragile,420,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0018,G3,fragile,420,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0019,G3,fragile,490,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0020,G3,fragile,560,0,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0021,G3,fragile,490,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G3_车型2_005_0022,G3,fragile,560,50,0,70,50,40,15,1,LWH,车型2_005,,0.0,
item,G5_车型2_005_0001,G5,oriented,560,200,0,40,40,60,18,1,LWH,车型2_005,,18.0,
item,G1_车型2_005_0001,G1,standard,600,200,0,30,40,60,12,6,HWL,车型2_005,,12.0,
item,G3_车型2_005_0023,G3,fragile,630,0,0,50,70,40,15,2,WLH,车型2_005,,0.0,
item,G1_车型2_005_0002,G1,standard,630,210,0,40,30,60,12,4,WHL,车型2_005,,12.0,
item,G5_车型2_005_0002,G5,oriented,560,200,60,40,40,60,18,1,LWH,车型2_005,G5_车型2_005_0001,18.0,
item,G5_车型2_005_0003,G5,oriented,560,200,120,40,40,60,18,1,LWH,车型2_005,G5_车型2_005_0002,18.0,
item,G5_车型2_005_0004,G5,oriented,560,200,180,40,40,60,18,1,LWH,车型2_005,G5_车型2_005_0003,0.0,
item,G1_车型2_005_0003,G1,standard,600,200,60,30,40,60,12,6,HWL,车型2_005,G1_车型2_005_0001,12.0,
item,G1_车型2_005_0004,G1,standard,600,200,120,30,40,60,12,6,HWL,车型2_005,G1_车型2_005_0003,12.0,
item,G1_车型2_005_0005,G1,standard,600,200,180,30,40,60,12,6,HWL,车型2_005,G1_车型2_005_0004,0.0,
item,G1_车型2_005_0006,G1,standard,630,210,60,40,30,60,12,4,WHL,车型2_005,G1_车型2_005_0002,12.0,
item,G1_车型2_005_0007,G1,standard,630,210,120,40,30,60,12,4,WHL,车型2_005,G1_车型2_005_0006,12.0,
item,G1_车型2_005_0008,G1,standard,630,210,180,40,30,60,12,4,WHL,车型2_005,G1_车型2_005_0007,0.0,
module,MODULE_车型2_005_0001,MODULE_G3,composite,0,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0002,MODULE_G3,composite,70,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0003,MODULE_G3,composite,140,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0004,MODULE_G3,composite,210,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0005,MODULE_G3,composite,280,100,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0006,MODULE_G3,composite,280,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0007,MODULE_G3,composite,350,100,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0008,MODULE_G3,composite,350,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0009,MODULE_G3,composite,420,100,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0010,MODULE_G3,composite,420,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0011,MODULE_G3,composite,490,100,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0012,MODULE_G3,composite,490,150,0,60,80,160,111,,,车型2_005,,,MP_G1_1x2_L4_S1_G32
module,MODULE_车型2_005_0013,MODULE_G3,composite,560,100,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0014,MODULE_G3,composite,560,150,0,70,50,190,111,,,车型2_005,,,MP_G2_2x2_L3_S4_G31
module,MODULE_车型2_005_0015,MODULE_G3,composite,630,70,0,50,70,190,111,,,车型2_005,,,MP_G2_2x2_L3_S6_G32
module,MODULE_车型2_005_0016,MODULE_G3,composite,630,140,0,50,70,190,111,,,车型2_005,,,MP_G2_2x2_L3_S6_G32
