item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P4_单节柜_001_0001,P4,0,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0002,P4,0,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0003,P4,0,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0004,P4,0,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0005,P4,0,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0006,P4,0,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0001,P3,0,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0007,P4,345,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0008,P4,345,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0009,P4,345,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0010,P4,345,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0011,P4,345,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0012,P4,345,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0002,P3,345,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0013,P4,690,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0014,P4,690,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0015,P4,690,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0016,P4,690,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0017,P4,690,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0018,P4,690,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0003,P3,690,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0019,P4,1035,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0020,P4,1035,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0021,P4,1035,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0022,P4,1035,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0023,P4,1035,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0024,P4,1035,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0004,P3,1035,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0025,P4,1380,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0026,P4,1380,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0027,P4,1380,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0028,P4,1380,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0029,P4,1380,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0030,P4,1380,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0005,P3,1380,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0031,P4,1725,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0032,P4,1725,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0033,P4,1725,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0034,P4,1725,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0035,P4,1725,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0036,P4,1725,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0006,P3,1725,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0037,P4,2070,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0038,P4,2070,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0039,P4,2070,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0040,P4,2070,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0041,P4,2070,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0042,P4,2070,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0007,P3,2070,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0043,P4,2415,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0044,P4,2415,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0045,P4,2415,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0046,P4,2415,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0047,P4,2415,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0048,P4,2415,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0008,P3,2415,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0049,P4,2760,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0050,P4,2760,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0051,P4,2760,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0052,P4,2760,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0053,P4,2760,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0054,P4,2760,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0009,P3,2760,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0055,P4,3105,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0056,P4,3105,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0057,P4,3105,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0058,P4,3105,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0059,P4,3105,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0060,P4,3105,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0010,P3,3105,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0061,P4,3450,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0062,P4,3450,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0063,P4,3450,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0064,P4,3450,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0065,P4,3450,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0066,P4,3450,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0011,P3,3450,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0067,P4,3795,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0068,P4,3795,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0069,P4,3795,690,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0070,P4,3795,1035,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0071,P4,3795,1380,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0072,P4,3795,1725,0,345,345,395,1,LWH,单节柜_001
P3_单节柜_001_0012,P3,3795,2070,0,318,265,380,1,LWH,单节柜_001
P4_单节柜_001_0073,P4,4140,0,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0074,P4,4140,345,0,345,345,395,1,LWH,单节柜_001
P4_单节柜_001_0075,P4,4140,690,0,345,345,395,1,LWH,单节柜_001
