record_type,item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight,template_name
item,G4_车型2_008_0001,G4,oriented,0,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0002,G4,oriented,0,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0003,G4,oriented,0,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0004,G4,oriented,0,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0005,G4,oriented,80,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0006,G4,oriented,80,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0007,G4,oriented,80,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0008,G4,oriented,80,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G3_车型2_008_0001,G3,fragile,160,0,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0002,G3,fragile,160,50,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0003,G3,fragile,160,100,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0004,G3,fragile,160,150,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G5_车型2_008_0001,G5,oriented,160,200,0,40,40,60,18,1,LWH,车型2_008,,18.0,
item,G4_车型2_008_0009,G4,oriented,230,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0010,G4,oriented,230,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0011,G4,oriented,230,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0012,G4,oriented,230,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0013,G4,oriented,310,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0014,G4,oriented,310,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0015,G4,oriented,310,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0016,G4,oriented,310,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G3_车型2_008_0005,G3,fragile,390,0,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0006,G3,fragile,390,50,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0007,G3,fragile,390,100,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G3_车型2_008_0008,G3,fragile,390,150,0,70,50,40,15,1,LWH,车型2_008,,0.0,
item,G5_车型2_008_0002,G5,oriented,390,200,0,40,40,60,18,1,LWH,车型2_008,,18.0,
item,G4_车型2_008_0017,G4,oriented,460,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0018,G4,oriented,460,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0019,G4,oriented,460,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0020,G4,oriented,460,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0021,G4,oriented,540,0,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0022,G4,oriented,540,60,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0023,G4,oriented,540,120,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G4_车型2_008_0024,G4,oriented,540,180,0,80,60,50,25,1,LWH,车型2_008,,25.0,
item,G3_车型2_008_0009,G3,fragile,620,0,0,50,70,40,15,2,WLH,车型2_008,,0.0,
item,G3_车型2_008_0010,G3,fragile,620,70,0,50,70,40,15,2,WLH,车型2_008,,0.0,
item,G3_车型2_008_0011,G3,fragile,620,140,0,50,70,40,15,2,WLH,车型2_008,,0.0,
item,G5_车型2_008_0003,G5,oriented,160,200,60,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0001,18.0,
item,G5_车型2_008_0004,G5,oriented,160,200,120,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0003,18.0,
item,G5_车型2_008_0005,G5,oriented,160,200,180,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0004,0.0,
item,G5_车型2_008_0006,G5,oriented,390,200,60,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0002,18.0,
item,G5_车型2_008_0007,G5,oriented,390,200,120,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0006,18.0,
item,G5_车型2_008_0008,G5,oriented,390,200,180,40,40,60,18,1,LWH,车型2_008,G5_车型2_008_0007,0.0,
item,G4_车型2_008_0025,G4,oriented,0,0,50,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0001,25.0,
item,G4_车型2_008_0026,G4,oriented,0,0,100,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0025,25.0,
item,G4_车型2_008_0027,G4,oriented,0,0,150,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0026,0.0,
item,G4_车型2_008_0028,G4,oriented,80,0,50,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0005,25.0,
item,G4_车型2_008_0029,G4,oriented,80,0,100,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0028,25.0,
item,G4_车型2_008_0030,G4,oriented,80,0,150,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0029,0.0,
item,G4_车型2_008_0031,G4,oriented,230,0,50,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0009,25.0,
item,G4_车型2_008_0032,G4,oriented,230,0,100,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0031,25.0,
item,G4_车型2_008_0033,G4,oriented,230,0,150,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0032,0.0,
item,G4_车型2_008_0034,G4,oriented,310,0,50,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0013,25.0,
item,G4_车型2_008_0035,G4,oriented,310,0,100,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0034,25.0,
item,G4_车型2_008_0036,G4,oriented,310,0,150,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0035,0.0,
item,G4_车型2_008_0037,G4,oriented,460,0,50,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0017,25.0,
item,G4_车型2_008_0038,G4,oriented,460,0,100,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0037,25.0,
item,G4_车型2_008_0039,G4,oriented,460,0,150,80,60,50,25,1,LWH,车型2_008,G4_车型2_008_0038,0.0,
