item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P7_6.8米箱货_002_0001,P7,0,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0002,P7,0,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0003,P7,0,450,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0004,P7,0,675,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0005,P7,0,900,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0006,P7,0,1125,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0007,P7,0,1350,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0008,P7,0,1575,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0009,P7,0,1800,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0010,P7,0,2025,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0011,P7,0,2250,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0012,P7,438,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0013,P7,438,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0014,P7,438,450,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0015,P7,438,675,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0016,P7,438,900,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0017,P7,438,1125,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0018,P7,438,1350,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0019,P7,438,1575,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0020,P7,438,1800,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0021,P7,438,2025,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0022,P7,438,2250,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0023,P7,876,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0024,P7,876,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0025,P7,876,450,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0026,P7,876,675,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0027,P7,876,900,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0028,P7,876,1125,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0029,P7,876,1350,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0030,P7,876,1575,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0031,P7,876,1800,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0032,P7,876,2025,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0033,P7,876,2250,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0034,P7,1314,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0035,P7,1314,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0036,P7,1314,450,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0037,P7,1314,675,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0038,P7,1314,900,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0039,P7,1314,1125,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0040,P7,1314,1350,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0041,P7,1314,1575,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0042,P7,1314,1800,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0043,P7,1314,2025,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0044,P7,1314,2250,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0045,P7,1752,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0046,P7,1752,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0047,P7,1752,450,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0048,P7,1752,675,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0049,P7,1752,900,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0050,P7,1752,1125,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0051,P7,1752,1350,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0052,P7,1752,1575,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0053,P7,1752,1800,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0054,P7,1752,2025,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0055,P7,1752,2250,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0056,P7,2190,0,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0057,P7,2190,225,0,438,225,430,1,LWH,6.8米箱货_002
P7_6.8米箱货_002_0058,P7,2190,450,0,438,225,430,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0001,P6,2190,675,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0002,P6,2190,901,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0003,P6,2190,1127,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0004,P6,2190,1353,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0005,P6,2190,1579,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0006,P6,2190,1805,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0007,P6,2190,2031,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0008,P6,2190,2257,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0009,P6,2628,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0010,P6,2628,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0011,P6,2628,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0012,P6,2628,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0013,P6,2628,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0014,P6,2628,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0015,P6,2628,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0016,P6,2628,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0017,P6,2628,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0018,P6,2628,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0019,P6,2628,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0020,P6,3063,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0021,P6,3063,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0022,P6,3063,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0023,P6,3063,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0024,P6,3063,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0025,P6,3063,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0026,P6,3063,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0027,P6,3063,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0028,P6,3063,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0029,P6,3063,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0030,P6,3063,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0031,P6,3498,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0032,P6,3498,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0033,P6,3498,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0034,P6,3498,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0035,P6,3498,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0036,P6,3498,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0037,P6,3498,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0038,P6,3498,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0039,P6,3498,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0040,P6,3498,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0041,P6,3498,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0042,P6,3933,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0043,P6,3933,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0044,P6,3933,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0045,P6,3933,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0046,P6,3933,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0047,P6,3933,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0048,P6,3933,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0049,P6,3933,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0050,P6,3933,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0051,P6,3933,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0052,P6,3933,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0053,P6,4368,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0054,P6,4368,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0055,P6,4368,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0056,P6,4368,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0057,P6,4368,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0058,P6,4368,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0059,P6,4368,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0060,P6,4368,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0061,P6,4368,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0062,P6,4368,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0063,P6,4368,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0064,P6,4803,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0065,P6,4803,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0066,P6,4803,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0067,P6,4803,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0068,P6,4803,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0069,P6,4803,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0070,P6,4803,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0071,P6,4803,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0072,P6,4803,1808,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0073,P6,4803,2034,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0074,P6,4803,2260,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0075,P6,5238,0,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0076,P6,5238,226,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0077,P6,5238,452,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0078,P6,5238,678,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0079,P6,5238,904,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0080,P6,5238,1130,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0081,P6,5238,1356,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0082,P6,5238,1582,0,435,226,370,1,LWH,6.8米箱货_002
P6_6.8米箱货_002_0083,P6,5238,1808,0,435,226,370,1,LWH,6.8米箱货_002
