item_id,type_id,x,y,z,length,width,height,orientation_id,rotation,truck_id
P2_6.8米箱货_004_0001,P2,0,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0002,P2,0,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0003,P2,0,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0004,P2,0,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0005,P2,0,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0006,P2,0,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0007,P2,0,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0008,P2,0,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0009,P2,0,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0010,P2,0,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0011,P2,347,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0012,P2,347,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0013,P2,347,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0014,P2,347,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0015,P2,347,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0016,P2,347,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0017,P2,347,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0018,P2,347,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0019,P2,347,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0020,P2,347,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0021,P2,694,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0022,P2,694,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0023,P2,694,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0024,P2,694,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0025,P2,694,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0026,P2,694,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0027,P2,694,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0028,P2,694,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0029,P2,694,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0030,P2,694,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0031,P2,1041,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0032,P2,1041,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0033,P2,1041,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0034,P2,1041,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0035,P2,1041,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0036,P2,1041,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0037,P2,1041,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0038,P2,1041,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0039,P2,1041,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0040,P2,1041,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0041,P2,1388,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0042,P2,1388,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0043,P2,1388,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0044,P2,1388,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0045,P2,1388,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0046,P2,1388,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0047,P2,1388,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0048,P2,1388,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0049,P2,1388,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0050,P2,1388,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0051,P2,1735,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0052,P2,1735,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0053,P2,1735,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0054,P2,1735,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0055,P2,1735,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0056,P2,1735,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0057,P2,1735,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0058,P2,1735,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0059,P2,1735,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0060,P2,1735,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0061,P2,2082,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0062,P2,2082,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0063,P2,2082,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0064,P2,2082,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0065,P2,2082,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0066,P2,2082,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0067,P2,2082,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0068,P2,2082,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0069,P2,2082,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0070,P2,2082,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0071,P2,2429,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0072,P2,2429,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0073,P2,2429,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0074,P2,2429,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0075,P2,2429,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0076,P2,2429,1190,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0077,P2,2429,1428,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0078,P2,2429,1666,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0079,P2,2429,1904,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0080,P2,2429,2142,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0081,P2,2776,0,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0082,P2,2776,238,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0083,P2,2776,476,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0084,P2,2776,714,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0085,P2,2776,952,0,347,238,320,1,LWH,6.8米箱货_004
P2_6.8米箱货_004_0086,P2,2776,1190,0,347,238,320,1,LWH,6.8米箱货_004
