vehicle_id,space_utilization,weight_utilization,fullness_score,actual_counts,loaded_weight_kg,loaded_volume_cm3
车型2_001,0.738757,0.3328,0.625089,"{'G4': 112, 'G3': 8, 'G5': 4, 'G1': 28}",3328.0,30400000
车型2_002,0.351724,0.2242,0.316017,"{'G2': 26, 'G3': 38, 'G5': 64, 'G1': 26}",2242.0,14473500
车型2_003,0.274233,0.1565,0.241268,"{'G2': 13, 'G3': 39, 'G1': 73}",1565.0,11284750
车型2_004,0.430703,0.3031,0.394974,"{'G2': 98, 'G5': 58, 'G3': 13, 'G1': 84}",3031.0,17723500
车型2_005,0.430344,0.2588,0.382312,"{'G2': 29, 'G3': 24, 'G5': 28, 'G4': 16, 'G1': 91}",2588.0,17708750
车型2_006,0.506358,0.324,0.455298,"{'G2': 61, 'G3': 12, 'G1': 133, 'G5': 32, 'G4': 16}",3240.0,20836750
车型2_007,0.534189,0.3415,0.480236,"{'G2': 120, 'G3': 17, 'G5': 24, 'G1': 114, 'G4': 16}",3415.0,21982000
车型2_008,0.587506,0.3286,0.515013,"{'G2': 32, 'G5': 52, 'G3': 18, 'G1': 52, 'G4': 48}",3286.0,24176000
车型2_009,0.486146,0.3026,0.434753,"{'G2': 140, 'G3': 22, 'G5': 8, 'G1': 86, 'G4': 16}",3026.0,20005000
车型2_010,0.626801,0.333,0.544537,"{'G2': 28, 'G5': 44, 'G3': 14, 'G1': 42, 'G4': 64}",3330.0,25793000
车型2_011,0.448114,0.2742,0.399418,"{'G2': 64, 'G3': 26, 'G5': 40, 'G1': 60, 'G4': 16}",2742.0,18440000
车型2_012,0.516589,0.3332,0.46524,"{'G2': 233, 'G3': 24, 'G5': 32, 'G4': 16, 'G1': 11}",3332.0,21257750
车型2_013,0.718052,0.3744,0.62183,"{'G5': 48, 'G3': 16, 'G2': 80, 'G4': 80}",3744.0,29548000
车型2_014,0.333437,0.2231,0.302543,"{'G5': 66, 'G3': 29, 'G2': 76}",2231.0,13721000
