vehicle_id,space_utilization,weight_utilization,fullness_score,target_counts,actual_counts,loaded_weight_kg,loaded_volume_cm3,feasible_full_pack,policy_desc
车型2_001,0.414597,0.2203,0.360194,"{'G3': 23, 'G4': 32, 'G5': 11, 'G1': 63, 'G2': 13}","{'G3': 23, 'G4': 32, 'G1': 63, 'G5': 11, 'G2': 13}",2203.0,17060750,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_002,0.418327,0.2273,0.36484,"{'G3': 23, 'G4': 32, 'G5': 24, 'G1': 32, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 32, 'G5': 24}",2273.0,17214250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_003,0.417744,0.2267,0.364252,"{'G3': 23, 'G4': 32, 'G5': 23, 'G1': 33, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 33, 'G5': 23}",2267.0,17190250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_004,0.40433,0.2153,0.351401,"{'G3': 23, 'G4': 32, 'G5': 12, 'G1': 40, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 40, 'G5': 12}",2153.0,16638250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_005,0.418327,0.2273,0.36484,"{'G3': 23, 'G4': 32, 'G5': 24, 'G1': 32, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 32, 'G5': 24}",2273.0,17214250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_006,0.418327,0.2273,0.36484,"{'G3': 23, 'G4': 32, 'G5': 24, 'G1': 32, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 32, 'G5': 24}",2273.0,17214250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_007,0.40433,0.2153,0.351401,"{'G3': 23, 'G4': 32, 'G5': 12, 'G1': 40, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 40, 'G5': 12}",2153.0,16638250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_008,0.418327,0.2273,0.36484,"{'G3': 23, 'G4': 32, 'G5': 24, 'G1': 32, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 32, 'G5': 24}",2273.0,17214250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_009,0.418327,0.2273,0.36484,"{'G3': 23, 'G4': 32, 'G5': 24, 'G1': 32, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 32, 'G5': 24}",2273.0,17214250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_010,0.40433,0.2153,0.351401,"{'G3': 23, 'G4': 32, 'G5': 12, 'G1': 40, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 40, 'G5': 12}",2153.0,16638250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_011,0.421243,0.2297,0.367611,"{'G3': 23, 'G4': 32, 'G5': 26, 'G1': 31, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 31, 'G5': 26}",2297.0,17334250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_012,0.40433,0.2153,0.351401,"{'G3': 23, 'G4': 32, 'G5': 12, 'G1': 40, 'G2': 39}","{'G3': 23, 'G2': 39, 'G4': 32, 'G1': 40, 'G5': 12}",2153.0,16638250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_013,0.390563,0.2345,0.346865,"{'G3': 23, 'G4': 16, 'G5': 26, 'G1': 51, 'G2': 65}","{'G3': 23, 'G2': 65, 'G4': 16, 'G1': 51, 'G5': 26}",2345.0,16071750,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_014,0.528302,0.3739,0.48507,"{'G3': 1, 'G4': 0, 'G5': 56, 'G1': 215, 'G2': 17}","{'G3': 1, 'G5': 56, 'G1': 215, 'G2': 17}",3739.0,21739750,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_015,0.531055,0.3932,0.492455,"{'G3': 0, 'G4': 0, 'G5': 84, 'G1': 87, 'G2': 172}","{'G2': 172, 'G1': 87, 'G5': 84}",3932.0,21853000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_016,0.534584,0.4068,0.498805,"{'G3': 0, 'G4': 0, 'G5': 102, 'G1': 0, 'G2': 279}","{'G2': 279, 'G5': 102}",4068.0,21998250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型2_017,0.035911,0.0272,0.033472,"{'G3': 0, 'G4': 0, 'G5': 4, 'G1': 0, 'G2': 25}","{'G2': 25, 'G5': 4}",272.0,1477750,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
