item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,truck_id,support_by,direct_supported_weight
G2_车型2_007_0001,G2,standard,0,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0002,G2,standard,0,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0003,G2,standard,0,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0001,G3,fragile,0,105,0,50,70,40,15,3,WLH,车型2_007,,0.0
G3_车型2_007_0002,G3,fragile,0,175,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0004,G2,standard,50,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0005,G2,standard,50,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0006,G2,standard,50,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0003,G3,fragile,50,105,0,50,70,40,15,3,WLH,车型2_007,,0.0
G3_车型2_007_0004,G3,fragile,50,175,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0007,G2,standard,100,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0008,G2,standard,100,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0009,G2,standard,100,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0005,G3,fragile,100,105,0,50,70,40,15,3,WLH,车型2_007,,0.0
G3_车型2_007_0006,G3,fragile,100,175,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0010,G2,standard,150,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0011,G2,standard,150,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0012,G2,standard,150,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0007,G3,fragile,150,105,0,50,70,40,15,3,WLH,车型2_007,,0.0
G3_车型2_007_0008,G3,fragile,150,175,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0013,G2,standard,200,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0014,G2,standard,200,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0015,G2,standard,200,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0016,G2,standard,200,105,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0009,G3,fragile,200,140,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0017,G2,standard,200,210,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0018,G2,standard,250,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0019,G2,standard,250,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0020,G2,standard,250,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G3_车型2_007_0010,G3,fragile,250,105,0,50,70,40,15,3,WLH,车型2_007,,0.0
G3_车型2_007_0011,G3,fragile,250,175,0,50,70,40,15,3,WLH,车型2_007,,0.0
G2_车型2_007_0021,G2,standard,300,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0022,G2,standard,300,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0023,G2,standard,300,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0001,G5,oriented,300,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0012,G3,fragile,300,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0001,G1,standard,300,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G2_车型2_007_0024,G2,standard,350,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0025,G2,standard,350,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0026,G2,standard,350,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0002,G5,oriented,350,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0013,G3,fragile,350,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0002,G1,standard,350,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G2_车型2_007_0027,G2,standard,400,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0028,G2,standard,400,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0029,G2,standard,400,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0003,G5,oriented,400,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0014,G3,fragile,400,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0003,G1,standard,400,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G2_车型2_007_0030,G2,standard,450,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0031,G2,standard,450,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0032,G2,standard,450,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0004,G5,oriented,450,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0015,G3,fragile,450,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0004,G1,standard,450,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G2_车型2_007_0033,G2,standard,500,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0034,G2,standard,500,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0035,G2,standard,500,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0005,G5,oriented,500,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0016,G3,fragile,500,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0005,G1,standard,500,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G4_车型2_007_0001,G4,oriented,550,0,0,80,60,50,25,1,LWH,车型2_007,,25.0
G4_车型2_007_0002,G4,oriented,550,60,0,80,60,50,25,1,LWH,车型2_007,,25.0
G4_车型2_007_0003,G4,oriented,550,120,0,80,60,50,25,1,LWH,车型2_007,,25.0
G4_车型2_007_0004,G4,oriented,550,180,0,80,60,50,25,1,LWH,车型2_007,,25.0
G2_车型2_007_0036,G2,standard,630,0,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0037,G2,standard,630,35,0,50,35,25,8,1,LWH,车型2_007,,8.0
G2_车型2_007_0038,G2,standard,630,70,0,50,35,25,8,1,LWH,车型2_007,,8.0
G5_车型2_007_0006,G5,oriented,630,105,0,40,40,60,18,1,LWH,车型2_007,,18.0
G3_车型2_007_0017,G3,fragile,630,145,0,40,70,50,15,5,HLW,车型2_007,,0.0
G1_车型2_007_0006,G1,standard,630,215,0,40,30,60,12,4,WHL,车型2_007,,12.0
G5_车型2_007_0007,G5,oriented,300,105,60,40,40,60,18,1,LWH,车型2_007,G5_车型2_007_0001,18.0
G5_车型2_007_0008,G5,oriented,300,105,120,40,40,60,18,1,LWH,车型2_007,G5_车型2_007_0007,18.0
G5_车型2_007_0009,G5,oriented,300,105,180,40,40,60,18,1,LWH,车型2_007,G5_车型2_007_0008,0.0
G5_车型2_007_0010,G5,oriented,350,105,60,40,40,60,18,1,LWH,车型2_007,G5_车型2_007_0002,18.0
